Administración responsable del Registro;Alta en RGFP;Arqueo GT;CFR;Capacidad del buque no aportable por:;Censo por modalidad;Código;Eslora total;Estado;IMO;IRCS;Imagen;Material del casco;Matrícula;Nombre;Potencia;Puerto base;Tipo de auxiliar
Secretaría General de Pesca;10/05/1989;0,85;ESP000001934;;ARTES MENORES EN EL MEDITERRANEO;1934;5,98 m;Baja Provisional (desde el 02/11/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1376;Madera;3MH-1-434;REYNES Y REGINA;11,03 kW (15,0 CV);72200 - San Antonio Abad, ILLES BALEARS;
Secretaría General de Pesca;30/06/1989;2,40;ESP000020304;;ARTES MENORES EN EL MEDITERRANEO;20304;8,78 m;Alta Definitiva (desde el 30/06/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8590;Poliester;3MH-1-515;ROSARIO;27,20 kW (37,0 CV);73100 - Ciudadela, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;1,10;ESP000008281;;ARTES MENORES EN EL MEDITERRANEO;8281;5,65 m;Baja Definitiva (desde el 07/10/1998);-;-;;Poliester;3MH-1-486;ROVIC;17,65 kW (24,0 CV);73210 - Fornells, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;2,02;ESP000014659;;ARTES MENORES EN EL MEDITERRANEO;14659;7,61 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7526;Poliester;3MH-1-502;SA LLAGOSTA;27,99 kW (38,1 CV);73210 - Fornells, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;1,21;ESP000008262;;ARTES MENORES EN EL MEDITERRANEO;8262;6,78 m;Baja Definitiva (desde el 28/03/2000);-;-;;Madera;3MH-1-415;SA NITJA;28,68 kW (39,0 CV);73210 - Fornells, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;0,00;ESP000008269;;-;8269;5,60 m;Baja Definitiva (desde el 30/06/1992);-;-;;Madera;3MH-1-437;SAN ANTONIO;19,12 kW (26,0 CV);73200 - Mahón, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;0,95;ESP000001917;;ARTES MENORES EN EL MEDITERRANEO;1917;6,20 m;Baja Definitiva (desde el 28/12/2020);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1363;Poliester;3MH-1-470;SAN LUIS;21,33 kW (29,0 CV);73200 - Mahón, ILLES BALEARS;
Illes Balears;03/11/2014;5,40;-;;;27647;8,83 m;Baja Definitiva (desde el 30/05/2016);-;-;;Poliester;4MH-1-2-14;SARG;125,03 kW (170,0 CV);73210 - Fornells, ILLES BALEARS;Auxiliar de coral
Secretaría General de Pesca;10/05/1989;0,54;ESP000001928;;ARTES MENORES EN EL MEDITERRANEO;1928;5,06 m;Baja Definitiva (desde el 20/02/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1372;Madera;3MH-1-310;SENA;8,83 kW (12,0 CV);73200 - Mahón, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;1,22;ESP000001953;;ARTES MENORES EN EL MEDITERRANEO;1953;5,65 m;Baja Definitiva (desde el 13/03/2001);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1392;Poliester;3MH-1-459;SESTEL;16,18 kW (22,0 CV);73210 - Fornells, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;9,18;ESP000014992;;ARTES MENORES EN EL MEDITERRANEO;14992;11,52 m;Baja Definitiva (desde el 16/03/2000);-;-;;Madera;3MH-1-505;S'IBICENC;70,61 kW (96,0 CV);72300 - Formentera (Cala Savina), ILLES BALEARS;
Secretaría General de Pesca;31/12/1988;24,00;ESP000021054;;ARTES MENORES EN CANTABRICO NW;21054;14,80 m;Baja Definitiva (desde el 14/07/2006);-;-;;Madera;3MH-1-513;SIEMPRE MENORCA;147,10 kW (200,0 CV);12200 - Bermeo, BIZKAIA (PAÍS VASCO);
Secretaría General de Pesca;10/05/1989;0,67;ESP000001952;;ARTES MENORES EN EL MEDITERRANEO;1952;4,80 m;Baja Definitiva (desde el 10/06/2002);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1391;Madera;3MH-1-356;SILVERIO;11,03 kW (15,0 CV);73200 - Mahón, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;0,39;ESP000008244;;ARTES MENORES EN EL MEDITERRANEO;8244;0,00 m;Baja Definitiva (desde el 11/03/1999);-;-;;Poliester;3MH-1-156;SILVIA;5,15 kW (7,0 CV);73200 - Mahón, ILLES BALEARS;
Secretaría General de Pesca;10/05/1989;0,41;ESP000054487;;-;54487;0,00 m;Baja Definitiva (desde el 07/10/1998);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17880;Madera;3MH-1-361;SION;4,41 kW (6,0 CV);73200 - Mahón, ILLES BALEARS;
