CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
LVA000000042;;LVA;;;200.00;0.00;0.00;;31.70;29.36;ARINAS;LVR0607;LVR0607;Riga;;Y;YLKE;Y;Y;Y;;;FX;;OTM, NO;220.00;0.00;Metal;;1971-12-31;MFL;1971-01-01;2008-12-22;
LVA000000043;;LVA;;;73.00;0.00;0.00;;25.23;22.00;ASTRĪDA;LVL2111;LVL2111;Liepaja;;Y;YL2336;Y;Y;Y;;;FX;;GNS, LLS;132.00;0.00;Metal;;1966-12-31;MFL;1966-01-01;2004-09-07;
LVA000000045;;LVA;;;700.00;0.00;0.00;;54.82;50.26;AUDERI;LVR0792;LVR0792;Riga;;Y;YLKN;N;Y;Y;;;FX;;OTM, NO;736.00;0.00;Metal;;1970-12-31;MFL;1970-01-01;2006-08-16;
LVA000000046;;LVA;;;73.00;0.00;0.00;;25.23;22.00;AUDRIŅI;LVR0650;LVR0650;Riga;;Y;YL2127;Y;Y;Y;;;FX;;GNS, NO;110.00;0.00;Metal;;1973-12-31;MFL;1973-01-01;2009-01-08;
LVA000000047;;LVA;;;112.00;0.00;0.00;;25.45;22.00;AURI;LVR0745;LVR0745;Riga;;Y;YLJS;Y;Y;Y;;;FX;;OTM, OTB;368.00;40.00;Metal;;1991-01-01;MFL;1991-01-01;;
LVA000000048;;LVA;;;79.00;0.00;0.00;;27.10;24.60;AUSMA;LVR0721;LVR0721;Riga;;Y;YL2061;Y;Y;Y;;;FX;;OTM, NO;221.00;0.00;Metal;;1972-12-31;MFL;1972-01-01;2007-02-28;
LVA000000049;275268000;LVA;;;27.00;0.00;0.00;;17.56;15.00;AVA;LVR0802;LVR0802;Riga;;Y;YL2321;Y;Y;Y;;;FX;;OTM, NO;214.00;0.00;Metal;;1985-12-31;MFL;1985-01-01;;
LVA000000050;;LVA;;;69.00;0.00;0.00;;25.23;22.00;AZOVA;LVL1524;LVL1524;Liepaja;;Y;YL2038;N;Y;Y;;;FX;;GNS, NO;110.00;0.00;Metal;;1967-12-31;MFL;1967-01-01;2013-09-19;
LVA000000051;275136000;LVA;;;109.00;0.00;0.00;;25.45;22.00;DANIELS;LVR0804;LVR0804;Riga;;Y;YL2320;Y;Y;Y;8899770;;FX;;OTM, OTB;272.00;29.00;Metal;;1994-01-01;MFL;1994-01-01;2021-07-26;
LVA000000052;;LVA;;;112.00;0.00;0.00;;25.45;22.00;DAUGAVA;LVV1504;LVV1504;Ventspils;;Y;YLIU;Y;Y;Y;;;FX;;OTM, NO;220.00;34.00;Metal;;1990-01-01;MFL;1990-01-01;;
