CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
PRT000019443;263754780;PRT;;;0.69;1.30;0.00;;5.60;0.00;CONCHITA;PTFUZ-113793-L;PTFUZ-113793-L;Fuzeta;;Y;CUAI6;N;N;Y;;;MOX;;GTR, FPO;23.54;0.00;Fiber/Plastic;;1992-01-27;MFL;1991-01-01;;
PRT000019444;;PRT;;;1.00;1.84;0.00;;5.45;0.00;ELSA;PE-2102-L;PE-2102-L;United Kingdom;;N;;N;;;;;FX;;LLS, NO;11.00;0.00;Fiber/Plastic;;1992-09-07;MFL;1992-01-01;2003-12-15;
PRT000019445;;PRT;;;0.85;1.64;0.00;;4.60;0.00;XEPA;PE-2110-L;PE-2110-L;United Kingdom;;N;;N;;;;;FX;;LLS, NO;4.00;0.00;Fiber/Plastic;;1992-08-26;4K1;1991-01-01;;1997-04-10
PRT000019446;;PRT;;;0.84;1.48;0.00;;4.89;0.00;AMERICA;PM-19-L;PM-19-L;Portimao;;N;;N;N;N;;;MOX;;LHP, NO;29.00;0.00;Fiber/Plastic;;1992-01-28;MFL;1991-01-01;;
PRT000019447;;PRT;;;0.80;1.43;0.00;;4.96;0.00;SAFIA;PE-2506-L;PE-2506-L;United Kingdom;;Y;CUPX2;N;;;;;FX;;LHP;22.10;3.70;Fiber/Plastic;;1992-07-15;MFL;1992-01-01;2016-06-29;
PRT000019448;263432370;PRT;;;1.01;1.98;0.00;;5.30;0.00;MANO CHUM;SB-1184-L;SB-1184-L;Sesimbra;;N;;N;N;Y;;;MOX;;GTR, FPO;7.40;0.00;Wood;;1992-10-15;MFL;1992-01-01;;2024-07-15
PRT000019449;;PRT;;;0.69;1.94;0.00;;4.70;0.00;FIEL;SN-705-L;SN-705-L;United Kingdom;;N;;N;;;;;FX;;LLS, NO;11.03;0.00;Wood;;1992-08-28;4K1;1992-01-01;1997-11-06;
PRT000019450;;PRT;;;0.74;1.34;0.00;;4.67;0.00;GANFANA;SN-704-L;SN-704-L;United Kingdom;;N;;N;;;;;FX;;LHP, NO;29.42;0.00;Wood;;1992-08-07;4K1;1992-01-01;2000-12-05;
PRT000019451;;PRT;;;0.75;1.35;0.00;;4.70;0.00;O GUERREIRO DO MAR;SN-706-L;SN-706-L;United Kingdom;;N;;N;;;;;FX;;LHP, LLS;11.03;11.03;Wood;;1992-09-10;MFL;1992-01-01;2007-01-02;
PRT000019452;263441298;PRT;;;1.87;2.81;0.00;;5.78;0.00;RAINHA SANTA;PTFUZ-122952-L;PTFUZ-122952-L;Fuzeta;;Y;CUAW6;N;N;Y;;;MOX;;FPO, NO;31.00;0.00;Fiber/Plastic;;1992-10-01;MFL;1978-01-01;;
PRT000019453;;PRT;;;1.25;2.26;0.00;;5.60;0.00;VAI MOENDO;TR-1387-L;TR-1387-L;;;N;;N;;;;;FX;;GNS, FPO;29.00;0.00;Wood;;1992-07-07;4K1;1992-01-01;;2001-07-01
PRT000019454;;PRT;;;1.49;3.90;0.00;;6.84;0.00;MOLUSCO;V-551-L;V-551-L;Finland;;Y;CUBL8;N;;;;;FX;;GNS, FPO;29.00;0.00;Wood;;1992-11-17;MFL;1992-01-01;2003-12-17;
PRT000019455;;PRT;;;2.28;3.70;0.00;;7.10;0.00;CALMA;V-546-L;V-546-L;Finland;;N;;N;;;;;FX;;GNS, NO;18.00;0.00;Wood;;1992-06-22;4K1;1992-01-01;2000-02-10;
PRT000019456;263420580;PRT;;;2.78;3.78;0.00;;8.28;0.00;JORGE PACHECO;V-1038-L;V-1038-L;Viana Do Castelo;;Y;CUIC4;N;N;Y;;;MOX;;LLS, NO;26.48;0.00;Wood;;1992-09-29;MFL;1988-01-01;;
PRT000019457;;PRT;;;1.79;2.95;0.00;;6.75;0.00;MARIA DE JESUS;V-548-L;V-548-L;Finland;;Y;CUBG9;N;;;;;FX;;GNS, FPO;29.00;0.00;Wood;;1992-09-09;4K1;1992-01-01;1999-08-05;
PRT000019458;263751780;PRT;;;1.35;1.88;0.00;;6.00;0.00;DUAS FILHAS;PTPRM-113792-L;PTPRM-113792-L;Portimao;;Y;CUNK4;N;N;Y;;;MOX;;FPO, GTR;36.80;7.30;Fiber/Plastic;;1992-09-07;MFL;1992-01-01;;
PRT000019459;263440785;PRT;;;1.35;1.88;0.00;;6.00;0.00;MARIA DA ENCARNACAO;PTVRE-119227-L;PTVRE-119227-L;Vila Real De Santo António;;Y;CUAO8;N;N;Y;;;MOX;;GNS, GTR;44.10;0.00;Fiber/Plastic;;1992-08-17;MFL;1992-01-01;;
PRT000019461;;PRT;;;0.71;1.32;0.00;;4.93;0.00;FAO;C-896-L;C-896-L;;;N;;N;;;;;FX;;GNS, GTR;11.03;0.00;Wood;;1992-07-22;MFL;1990-01-01;2005-05-16;
PRT000019462;;PRT;;;1.09;2.04;0.00;;5.81;0.00;MARIA HELENA;AN-169-L;AN-169-L;;;N;;N;;;;;FX;;GNS, GTR;0.00;0.00;Wood;;1992-07-23;MFL;1992-01-01;2006-03-31;
PRT000019463;;PRT;;;0.67;1.27;0.00;;4.73;0.00;ROSA DOS VENTOS;C-574-L;C-574-L;Caminha;;N;;N;N;N;;;MOX;;GTR, FPO;5.90;0.00;Wood;;1992-07-21;MFL;1992-01-01;;
PRT000019464;;PRT;;;0.56;1.06;0.00;;4.70;0.00;ROLINDA E ALICE;C-817-L;C-817-L;;;N;;N;;;;;FX;;GTR, NO;18.60;0.00;Fiber/Plastic;;1992-09-10;MFL;1992-01-01;;2013-04-29
PRT000019465;;PRT;;;0.79;1.32;0.00;;5.15;0.00;SAMPAIO;PTCAM-113737-L;PTCAM-113737-L;Caminha;;N;;N;N;N;;;MOX;;GTR, NO;14.90;11.00;Metal;;1992-07-29;MFL;1992-01-01;;
PRT000019466;;PRT;;;0.70;1.25;0.00;;6.00;0.00;SAO PAULO;C-767-L;C-767-L;;;N;;N;;;;;FX;;GTR, NO;0.00;0.00;Wood;;1992-06-17;MFL;1992-01-01;2009-11-25;
PRT000019467;;PRT;;;0.76;1.42;0.00;;4.95;0.00;SENHORA DA GUIA;C-811-L;C-811-L;Caminha;;N;;N;N;N;;;MOX;;GTR, NO;7.00;4.40;Wood;;1992-08-05;MFL;1992-01-01;;
PRT000019468;;PRT;;;1.21;1.65;0.00;;5.50;0.00;TAMAR;SA-240-L;SA-240-L;Sagres;;Y;CQMM5;N;N;N;;;MOX;;GNS, GTR;26.48;7.28;Fiber/Plastic;;1992-08-21;MFL;1992-01-01;;
PRT000019469;263423260;PRT;;;1.72;3.03;0.00;;6.00;0.00;JESUS DA NAZARÉ;PTTRF-118066-L;PTTRF-118066-L;Trafaria;;Y;CULR4;N;N;Y;;;MOX;;GNS, FPO;44.74;0.00;Fiber/Plastic;;1992-09-21;MFL;1992-01-01;;
PRT000019470;;PRT;;;1.56;2.79;0.00;;5.75;0.00;NELIA E ROMEU;Q-1057-L;Q-1057-L;;;Y;CUOF2;N;;;;;FX;;GNS, FPO;0.00;0.00;Fiber/Plastic;;1992-03-23;MFL;1992-01-01;2015-09-29;
PRT000019471;;PRT;;;0.86;1.59;0.00;;5.35;0.00;MANUELA;T-319-L;T-319-L;Tavira;;N;;N;N;N;;;MOX;;LLS, NO;6.00;0.00;Fiber/Plastic;;1992-08-27;MFL;1992-01-01;;
PRT000019472;;PRT;;;1.00;1.78;0.00;;5.47;0.00;IVAN;O-1977-L;O-1977-L;Finland;;N;;N;;;;;FX;;GNS, GTR;22.00;0.00;Fiber/Plastic;;1992-09-04;4K1;1992-01-01;1999-09-15;
PRT000019473;;PRT;;;68.05;44.76;0.00;;18.25;15.38;MAE PURISSIMA;VC-215-C;VC-215-C;;;Y;CUCJ7;Y;;;;;FX;;GNS, NO;139.74;0.00;Wood;;1992-04-16;MFL;1992-01-01;;2004-06-23
PRT000019474;;PRT;;;194.00;125.97;0.00;;24.00;20.98;MANUEL CHOCHINHA;SB-1191-C;SB-1191-C;;;Y;CUNJ;Y;;;;;FX;;LLS, NO;355.00;0.00;Metal;;1993-12-27;MFL;1993-01-01;;
PRT000019475;263274000;PRT;;;100.48;0.00;0.00;;24.50;21.65;FILIPA IRMÃO;PTSSB-119226-C;PTSSB-119226-C;Sesimbra;;Y;CUKQ;Y;Y;Y;9126601;;SP;;PS, NO;372.00;0.00;Fiber/Plastic;;1996-04-16;MFL;1996-01-01;;
PRT000019481;263317000;PRT;;;28.00;26.71;0.00;;17.08;15.01;GINA MARIA;PTVRE-117456-C;PTVRE-117456-C;Vila Real De Santo António;;Y;CUQU4;Y;Y;Y;;;LL;;GNS, LLD;125.00;0.00;Wood;;1993-02-18;MFL;1993-01-01;2024-06-20;
PRT000019490;204239000;PRT;;;310.00;196.55;0.00;;35.00;30.60;EROS;PE-2147-C;PE-2147-C;Peniche;;Y;CUQE;Y;N;Y;8924032;;MOX;;GNS, LLS;625.16;0.00;Metal;;1994-11-02;MFL;1994-01-01;;
PRT000019492;;PRT;;;188.00;139.10;0.00;;27.50;24.80;HUMBERTO SALVADOR GOMES;FZ-775-C;FZ-775-C;;;Y;CUQT9;Y;;;;;FX;;GNS, NO;352.00;0.00;Wood;;1993-04-23;MFL;1993-01-01;;2003-06-02
PRT000019496;;PRT;;;135.00;104.04;0.00;;24.00;21.32;ALBERTO MIGUEL;SN-828-C;SN-828-C;United Kingdom;;Y;CUMT;Y;;;;;FX;;GNS, GTR;186.42;186.42;Wood;;1993-01-21;MFL;1992-01-01;;
PRT000019497;;PRT;;;93.99;64.38;0.00;;20.20;17.47;DARIO FILIPE;PE-2125-C;PE-2125-C;United Kingdom;;Y;CUQM;Y;;;;;FX;;GTR, NO;257.00;0.00;Wood;;1993-08-06;MFL;1993-01-01;2003-11-14;
