CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
FRA000277186;;FRA;;;3.00;8.88;0.00;;9.76;0.00;WIKING;277186;MN 277186;United Kingdom;;Y;FO8350;N;;;;;FX;;OTB, OTM;44.00;0.00;Wood;;1975-08-18;MFL;1957-01-01;2009-11-23;
FRA000277205;;FRA;;;0.00;5.06;0.00;;11.25;0.00;GALAXIE;277205;LR 277205;United Kingdom;;Y;FS7361;N;;;;;FX;;NK, NO;69.00;0.00;;;1975-08-18;A10;;1990-12-21;
FRA000277209;;FRA;;;11.47;9.97;0.00;;11.00;0.00;LE TERRE NEUVE;277209;SB 277209;;;N;;N;;;;;FX;;OTB, DRB;105.00;0.00;Wood;;1975-08-18;MFL;1974-01-01;2011-07-26;
FRA000277215;;FRA;;;0.00;8.34;0.00;;8.50;0.00;ROANLAU;277215;LS 277215;;;Y;FH6706;N;;;;;FX;;NK, NO;59.00;0.00;;;1983-01-10;A10;;1991-12-04;
FRA000277218;;FRA;;;0.00;9.44;0.00;;10.83;0.00;HORTENSE;277218;LR 277218;United Kingdom;;Y;FP4410;N;;;;;FX;;NK, NO;40.00;0.00;;;1976-01-08;A10;;1991-12-13;
FRA000277284;;FRA;;;0.00;49.60;0.00;;17.07;0.00;JOUET DES FLOTS;277284;LS 277284;;;Y;FTYH;N;;;;;FX;;NK, NO;206.00;0.00;;;1975-08-18;A30;;1991-11-22;
FRA000277299;;FRA;;;0.00;16.59;0.00;;11.32;0.00;MAGUY D'JOE;277299;NO 277299;;;Y;FT2500;N;;;;;FX;;NK, NO;78.00;0.00;;;1975-08-18;A10;;1994-03-30;
FRA000277301;227646440;FRA;;;4.00;5.92;0.00;;10.50;0.00;RESCATOR;277301;VA277301;;;N;;N;N;Y;;;TO;;OTB, DRB;92.00;0.00;Wood;;1975-08-18;MFL;1968-01-01;;2019-04-08
FRA000277311;;FRA;;;0.00;4.00;0.00;;8.74;0.00;MICHEL-YVES;277311;LR 277311;United Kingdom;;N;;N;;;;;FX;;NK, NO;32.00;0.00;;;1975-08-18;A10;;;1989-02-09
FRA000277337;;FRA;;;9.82;9.30;0.00;;9.45;0.00;PERE JOB;277337;LS 277337;;;Y;FO4646;N;;;;;FX;;OTB, DRB;108.00;0.00;Wood;;1975-08-19;MFL;1951-01-01;2008-09-10;
FRA000277397;;FRA;;;0.00;2.00;0.00;;6.60;0.00;TITUS;277397;LR 277397;United Kingdom;;N;;N;;;;;FX;;NK, NO;29.00;0.00;;;1975-08-19;A10;;;1990-01-11
FRA000277566;227648950;FRA;;;6.74;6.74;0.00;;11.20;0.00;C'EST ASSEZ;277566;VA277566;;;Y;FP7350;N;N;Y;;;TO;;OTM, GTR, DRB;103.00;0.00;Wood;;1975-08-19;MFL;1975-01-01;;2020-07-01
FRA000277588;227600880;FRA;;;9.00;14.67;0.00;;11.32;0.00;QUIC EN GROGNE;277588;LR277588;La Rochelle;;Y;FO8521;N;N;Y;;;TO;;OTB, DRB, FPO;73.00;0.00;Wood;;1975-08-19;MFL;1975-01-01;;
FRA000277597;;FRA;;;0.00;9.72;0.00;;9.72;0.00;DESTIN;277597;LR 277597;United Kingdom;;Y;FP5865;N;;;;;FX;;NK, NO;44.00;0.00;Wood;;1975-08-19;A11;1956-01-01;1994-03-29;
FRA000277616;227605970;FRA;;;9.00;8.96;0.00;;11.60;0.00;GA-BRI-JO;277616;BX277616;Bordeaux;;Y;FS9757;N;N;Y;;;FX;;GTR, FPO, DRB;96.00;0.00;Wood;;1975-08-19;MFL;1975-01-01;;
FRA000277736;;FRA;;;0.00;3.00;0.00;;9.00;0.00;JEAN-MARINETTE;277736;LS 277736;;;N;;N;;;;;FX;;NK, NO;31.00;0.00;;;1975-08-19;A10;;;1989-10-10
FRA000277836;;FRA;;;12.59;9.51;0.00;;10.67;0.00;L'AUBE III;277836;LR 277836;United Kingdom;;Y;FP4291;N;;;;;FX;;FPO, DRB;88.00;0.00;Wood;;1975-08-19;MFL;1961-01-01;2010-12-15;
FRA000278055;;FRA;;;0.00;7.35;0.00;;9.92;0.00;MAMY;278055;BX 278055;;;N;;N;;;;;FX;;NK, NO;0.00;0.00;;;1975-06-06;A10;;;1995-04-06
FRA000278209;;FRA;;;0.00;1592.00;0.00;;86.85;0.00;ZELANDE 2;278209;BX 278209;;;Y;FNSD;N;;;;;FX;;NK, NO;3091.00;0.00;;;1975-06-11;A40;;;
FRA000278234;;FRA;;;0.00;0.86;0.00;;4.00;0.00;POPEY;278234;BX 278234;;;N;;N;;;;;FX;;NK, NO;7.00;0.00;;;1977-08-22;A10;;;1992-05-22
FRA000278329;;FRA;;;0.00;3.00;0.00;;7.20;0.00;EGALITE;278329;SM 278329;United Kingdom;;Y;FU4644;N;;;;;FX;;NK, NO;18.00;0.00;;;1987-07-06;A10;;;1989-04-17
FRA000278367;;FRA;;;0.00;1.52;0.00;;5.50;0.00;PIERRE-ALAIN;278367;BX 278367;;;N;;N;;;;;FX;;NK, NO;40.00;0.00;;;1977-01-01;A10;;1991-11-22;
FRA000278422;;FRA;;;0.00;1.50;0.00;;5.40;0.00;VIKING;278422;BX 278422;;;N;;N;;;;;FX;;NK, NO;6.00;0.00;;;1976-05-18;A10;;;1992-07-07
