CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
MLT00MFA0163;;MLT;;;42.00;0.00;0.00;;18.75;0.00;Madonna tal-Karmnu;MFA0163;MFA163;Marsaxlokk (Il-Maghluq);;Y;9H2573;Y;Y;N;8540070;;MO;;LLS, LLD;111.90;223.80;Wood;;1984-01-01;MFL;1983-01-01;;
MLT00MFA0164;;MLT;;;2.47;0.00;0.00;;6.75;0.00;Prisman;MFB8165;MFB8165;Birzebbuga (St George''S Bay);;Y;9H5633;N;N;N;;;MO;;LTL, LLD;89.52;20.89;Wood;;1995-01-01;MFL;1974-01-01;;
MLT00MFA0165;;MLT;;;1.12;0.00;0.00;;5.05;0.00;Not Named;MFA0165;MFA165;Marsascala;;N;;N;N;N;;;MO;;LLS, FPO;13.10;0.00;Wood;;1981-01-01;MFL;1981-01-01;;
MLT00MFA0166;;MLT;;;3.07;0.00;0.00;;7.10;0.00;Nathaniel 1;MFA7167;MFA7167;Msida (Msida Creek);;Y;9H2772;N;N;N;;;MO;;LLS, FPO;118.00;21.30;Wood;;1992-10-01;MFL;1976-01-01;;
MLT00MFA0167;;MLT;;;1.66;0.00;0.00;;5.87;0.00;Maria Concetta;MFA0167;MFA167;St. Julians Bay;;Y;9HB2668;N;N;N;;;MO;;LHP, GNS;26.11;0.00;Wood;;1984-01-01;MFL;1984-01-01;;
MLT00MFA0168;;MLT;;;0.56;0.00;0.00;;4.50;0.00;Bonzai;MFA0168;MFA168;Marsaxlokk (Ix-Xatt);;Y;9H9012;N;N;N;;;MO;;LTL, LLS;26.11;0.00;Wood;;2000-01-01;MFL;2000-01-01;2013-05-24;
MLT00MFA0169;;MLT;;;1.95;0.00;0.00;;6.45;0.00;Noqqu;MFA0169;MFA169;Marsaxlokk (Il-Maghluq);;Y;9H3833;N;N;N;;;MO;;LLS;26.00;26.00;Wood;;1972-01-01;MFL;1971-01-01;;
MLT00MFA0170;;MLT;;;2.27;0.00;0.00;;6.70;0.00;Sant Antnin;MFA0170;MFA170;Marsaxlokk (Kavallerizza);;Y;9H3702;N;N;N;;;MO;;LLS, LA;26.00;40.92;Wood;;1971-01-01;MFL;1971-01-01;;
MLT00MFA0171;;MLT;;;14.33;0.00;0.00;;17.16;0.00;Monte Carlo;MFC5171;MFC5171;Marsaxlokk (Il-Maghluq);;Y;9H3714;N;N;N;;;MO;;LLS, NK;134.28;179.04;Wood;;1970-01-01;MFL;1970-01-01;;2010-05-17
MLT00MFA0172;;MLT;;;75.00;0.00;0.00;;23.96;0.00;Salvatur VI;MFA0172;MFA172;Marsaxlokk (Ix-Xatt);;Y;9H3179;Y;Y;N;;;MO;;LLD;328.24;261.10;Fiber/Plastic;;2001-01-01;MFL;1989-01-01;;2019-05-22
