CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
DNK000027386;;DNK;;;0.30;0.00;0.00;;4.10;0.00;KIM;NF240;NF240;;;N;;N;;;;;FX;;GNS, GND;0.00;0.00;;;1994-01-01;B08;;;1996-08-20
DNK000027387;;DNK;;;1.00;0.00;0.00;;5.45;0.00;SEJLA;KA158;KA158;;;N;;N;;;;;FX;;GNS, GND;6.00;0.00;;;1994-01-01;4B1;;;1998-03-19
DNK000027388;;DNK;;;0.30;0.00;0.00;;5.25;5.25;TINE;DNK000027388;SG284;"Korshavn"", V. Fyns Hoved";;N;;N;N;N;;;FX;;GNS, NK;4.00;0.00;Fiber/Plastic;;1988-01-01;MFL;1988-01-01;;
DNK000027389;;DNK;;;0.30;0.00;0.00;;4.30;0.00;RANDI I;T156;T156;;;N;;N;;;;;FX;;GNS, GND;0.00;0.00;;;1991-01-01;B08;;;1996-08-01
DNK000027390;;DNK;;;0.30;0.00;0.00;;4.50;0.00;SOFIE;AS94;AS94;;;N;;N;;;;;FX;;GNS, GND;3.00;0.00;Wood;;1994-01-01;MFL;1994-01-01;;2003-08-25
DNK000027391;;DNK;;;0.90;0.00;0.00;;5.30;0.00;LISE;NF143;NF143;;;N;;N;;;;;FX;;GNS;6.00;0.00;;;1971-01-01;4B1;;;2002-04-08
DNK000027392;;DNK;;;1.70;0.00;0.00;;5.43;0.00;BEPO;KE122;KE122;;;N;;N;;;;;FX;;GNS;7.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1994-01-01;;2011-07-05
DNK000027397;;DNK;;;5.60;0.00;0.00;;8.36;0.00;BELLA;NF397;NF397;;;N;;N;;;;;FX;;GNS;7.00;0.00;;;1994-01-01;4B1;;;2002-11-26
DNK000027408;;DNK;;;0.30;0.00;0.00;;3.00;0.00;HEIDI II;R382;R382;;;N;;N;;;;;FX;;GNS, GND;0.00;0.00;;;1994-01-01;B08;;;1995-12-08
DNK000027415;;DNK;;;0.10;0.00;0.00;;4.40;0.00;DORRY IV;KR129;KR129;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1975-01-01;B08;;;1996-03-20
DNK000027419;;DNK;;;0.20;0.00;0.00;;4.50;0.00;KEJNÆS I;KR135;KR135;;;N;;N;;;;;FX;;GNS, LLS;29.00;0.00;Fiber/Plastic;;1990-01-01;MFL;1990-01-01;;
DNK000027420;;DNK;;;0.20;0.00;0.00;;3.65;3.65;VERA V;;NF350;;;N;;N;N;N;;;FX;;GNS, NO;7.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1994-01-01;;2019-11-15
DNK000027421;;DNK;;;1.40;0.00;0.00;;5.92;0.00;VERA II;NF346;NF346;;;N;;N;;;;;WO;;GNS, NO;7.00;0.00;Wood;;1994-01-01;MFL;1994-01-01;;2004-07-27
DNK000027422;;DNK;;;0.30;0.00;0.00;;4.70;4.70;VERA 3;DNK000027422;NF347;;;N;;N;N;N;;;FX;;GNS, LLS, OTB, NK;26.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1975-01-01;;
DNK000027423;;DNK;;;0.30;0.00;0.00;;4.50;4.50;SMUT;DNK000027423;NF348;Stubbekobing;;N;;N;N;N;;;FX;;GNS, NK, LLS;13.00;0.00;Fiber/Plastic;;1994-01-01;MFL;1994-01-01;;
DNK000027424;;DNK;;;0.60;0.00;0.00;;5.10;0.00;LISE;ND342;ND342;;;N;;N;;;;;FX;;GNS, GND;0.00;0.00;;;1994-01-01;B08;;;1996-11-15
DNK000027425;;DNK;;;0.10;0.00;0.00;;3.75;0.00;FUT;NF367;NF367;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;;;1994-01-01;B08;;;1996-06-26
