Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
ITA;ITA000018972;;MOD;2014-05-31;2100-12-31;00TA04546;00TA04546;SANTA CATERINA;00152;Taranto;ILVM2;Y;Y;Y;Y;;Y;247129450;FX;OTB;GNS;;;;;15.50;13.61;37.00;9.60;0.00;162.00;0.00;1;1994-05-20;MFL;;;;1994-01-01
ITA;ITA000018973;;MOD;2006-10-29;2100-12-31;04BA01512;04BA01512;LORENZA MADRE II^;00158;Monopoli;IMYL;Y;Y;Y;;;;;FX;OTB;LLS;;;;;15.12;13.53;25.00;9.92;0.00;118.00;0.00;1;1995-03-08;MFL;;;;1995-01-01
ITA;ITA000018974;;MOD;2015-10-27;2100-12-31;00RM04532;00RM04532;ELI;00193;Rimini;;N;Y;N;;;;;FX;GNS;NO;;;;;6.25;0.00;1.00;0.91;0.00;18.00;0.00;1;1995-03-07;MFL;;;;1994-01-01
ITA;ITA000018975;;DES;2002-01-22;2002-01-22;00SR02380;00SR02380;00SR02380;00263;Siracusa;;N;Y;N;;;;;FX;LLS;GNS;;;;;5.34;4.64;1.00;1.17;0.00;5.00;0.00;1;1990-05-31;4H1;;;AC;1990-01-01
ITA;ITA000018976;;MOD;2024-10-09;2100-12-31;00OS01374;00OS01374;STORM;00227;Oristano;IKXD2;Y;Y;N;N;;N;;FX;GNS;NO;;;;;6.65;6.28;2.00;3.43;0.00;37.10;0.00;4;1995-03-28;MFL;;;;1994-01-01
ITA;ITA000018977;;MOD;2021-09-13;2100-12-31;01RA00829;01RA00829;IL CICCIO;00203;Porto Garibaldi;IMJP;Y;Y;N;Y;;Y;247078820;FX;OTB;TBB;;;;;14.87;0.00;22.00;9.65;0.00;195.00;0.00;1;1995-04-05;MFL;;;;1994-01-01
ITA;ITA000018978;;MOD;2025-06-04;2100-12-31;00CS00982;00CS00982;ESPINA;00096;Castellammare Di Stabia;IURM;Y;Y;N;N;;Y;247084820;FX;GNS;LHP;;;;;9.44;9.09;4.00;4.28;0.00;74.10;0.00;1;1995-04-08;MFL;;;;1994-01-01
ITA;ITA000018979;;MOD;2025-01-07;2100-12-31;00PT01441;00PT01441;GIANMARIO;00237;Porto Torres;;N;Y;N;N;;N;;FX;LLS;GNS;;;;;11.97;10.99;9.00;9.26;0.00;206.00;0.00;1;1994-10-10;MFL;;;;1994-01-01
ITA;ITA000018980;;DES;2007-04-03;2007-04-03;00SA02555;00SA02555;MARIA SS. DELL'ARCO;00103;Salerno;I.M.P.M;Y;Y;Y;;;;;FX;OTB;NO;;;;;23.88;19.91;97.00;70.62;0.00;185.29;0.00;1;1978-10-31;MFL;;;AC;1967-01-01
ITA;ITA000018981;;MOD;2024-07-25;2100-12-31;01IM01858;01IM01858;HEMINGWAY;00002;San Remo;;N;Y;N;N;;N;;FX;LLS;GNS;;;;;7.50;6.62;2.00;2.40;0.00;40.40;0.00;4;1995-02-28;MFL;;;;1995-01-01
ITA;ITA000018982;;MOD;2018-04-27;2100-12-31;05BA00802;05BA00802;AQUILA REALE;00159;Mola Di Bari;IFXE2;Y;Y;Y;;;;;FX;OTB;NO;;;;;14.99;13.50;22.00;9.73;0.00;162.00;0.00;1;1994-09-16;MFL;;;;1994-01-01
ITA;ITA000018983;;MOD;2013-11-11;2100-12-31;00GE03917;00GE03917;NINA;00014;Genova;;N;Y;N;N;;N;;FX;PS;LLS;;;;;7.00;6.85;2.00;2.94;0.00;28.60;0.00;1;1967-04-27;MFL;;;;1967-01-01
ITA;ITA000018984;;MOD;2013-07-04;2100-12-31;06PC00433;06PC00433;SAN CARLO;00178;Silvi;;N;Y;N;;;;;FX;GNS;LHP;;;;;6.38;0.00;1.00;1.85;0.00;33.82;0.00;4;1994-11-30;MFL;;;;1994-01-01
ITA;ITA000018985;;RET;2002-05-14;2002-05-14;07AN00686;07AN00686;SAGITTARIO;00189;Civitanova Marche;;N;Y;N;;;;;FX;OTB;GNS;;;;;8.18;7.35;3.00;4.47;0.00;35.00;0.00;1;1994-06-10;4H6;;;PA;1976-01-01
ITA;ITA000018986;;MOD;2023-01-15;2100-12-31;03VE00869;03VE00869;NUOVO IMPETUOSO;00214;Caorle;INVD;Y;Y;Y;Y;;Y;247051150;FX;OTB;GNS;;;;;14.25;12.84;23.00;9.73;0.00;161.70;0.00;1;1995-04-01;MFL;;;;1995-01-01
ITA;ITA000018987;;RET;2004-10-21;2004-10-21;00IM01150;00IM01150;ATHENA;00001;Imperia;;N;Y;N;;;;;FX;PS;LLS;;;;;13.21;0.00;9.31;9.80;0.00;133.80;0.00;1;1991-11-05;MFL;;;PA;1991-01-01
ITA;ITA000018988;;MOD;2003-01-01;2100-12-31;00CA03835;00CA03835;DANIELA FABIANA;00224;Cagliari;;N;Y;N;;;;;FX;LLS;GNS;;;;;9.94;0.00;6.00;7.63;0.00;162.00;0.00;1;1995-02-14;MFL;;;;1994-01-01
ITA;ITA000018989;;MOD;2020-12-01;2100-12-31;00MF03124;00MF03124;SANTA BARBARA;00167;Manfredonia;IIAK2;Y;Y;N;Y;;Y;247125110;FX;OTB;LLS;;;;;14.15;12.97;20.00;9.73;0.00;147.05;0.00;1;1995-03-27;MFL;;;;1991-01-01
ITA;ITA000018990;;MOD;2023-01-17;2100-12-31;03BL00549;03BL00549;S. GIULIA;00169;Margherita Di Savoia;IKIK2;Y;Y;N;N;;Y;247124970;FX;GNS;NO;;;;;10.40;9.46;7.00;8.13;0.00;47.00;0.00;1;1991-06-28;MFL;;;;1990-01-01
ITA;ITA000018991;;MOD;2022-12-22;2100-12-31;03PE00737;03PE00737;STELLA II;00271;Sciacca;IFYL2;Y;Y;Y;Y;;Y;247324110;FX;PS;PTM;;;;;19.36;14.80;38.00;13.97;0.00;219.80;0.00;2;1994-12-30;MFL;;;;1994-01-01
ITA;ITA000018992;;MOD;2008-10-16;2100-12-31;00AN04079;00AN04079;MONIA;00187;Ancona;;N;Y;N;;;;;FX;GNS;SB;;;;;6.35;5.94;1.00;1.47;0.00;18.00;0.00;3;1995-03-25;MFL;;;;1995-01-01
ITA;ITA000018993;;RET;2005-06-08;2005-06-08;01PO00958;01PO00958;01PO00958;00543;Scoglitti;;N;Y;N;;;;;FX;LLS;GNS;;;;;10.21;9.80;3.00;4.49;0.00;35.20;0.00;1;1988-01-19;MFL;;;PA;1952-01-01
ITA;ITA000018994;;MOD;2025-05-05;2100-12-31;01CT00727;01CT00727;LIBECCIO;00257;Riposto;INFP;Y;Y;Y;Y;;Y;247141990;FX;PS;LLS;;;;;12.54;11.50;11.00;9.18;0.00;368.00;0.00;4;1995-05-10;MFL;;;;1994-01-01
ITA;ITA000018995;;MOD;2014-01-08;2100-12-31;01OS00281;01OS00281;LIVIO;00240;Bosa;;N;Y;N;N;;N;;FX;LLS;GNS;;;;;7.22;7.05;1.00;3.40;0.00;29.00;0.00;1;1995-04-12;MFL;;;;1971-01-01
ITA;ITA000018996;;MOD;2022-02-21;2100-12-31;06MF00003;06MF00003;GANDHI;00549;Peschici;IFYZ2;Y;Y;N;Y;;Y;247125350;FX;OTB;GNS;;;;;12.87;11.09;13.00;6.17;0.00;87.50;0.00;1;1994-12-09;MFL;;;;1994-01-01
ITA;ITA000018997;;MOD;2020-06-01;2100-12-31;00IM01208;00IM01208;MOANA I;00001;Imperia;;N;Y;N;Y;;N;;FX;OTB;PS;;;;;14.57;14.35;18.00;9.76;0.00;109.50;0.00;1;1994-06-01;MFL;;;;1994-01-01
ITA;ITA000018998;;MOD;2024-07-02;2100-12-31;03PE00746;03PE00746;STELLA MARINA;00271;Sciacca;IZHF;Y;Y;Y;Y;;Y;247044980;FX;OTB;LLS;;;;;15.02;13.09;25.00;9.75;0.00;194.50;0.00;1;1994-11-30;MFL;;;;1994-01-01
ITA;ITA000018999;;RET;1997-07-16;1997-07-16;04BA01513;04BA01513;MARINA;00158;Monopoli;;N;Y;N;;;;;FX;OTB;LLS;;;;;15.51;12.94;25.00;9.90;0.00;147.00;0.00;1;1995-05-05;4H6;;;PA;1994-01-01
ITA;ITA000019000;8688456;MOD;2020-08-25;2100-12-31;00MV00405M;00MV00405M;TRAMONTANA;00273;Mazara Del Vallo;INCP;Y;Y;Y;Y;;N;;FX;OTB;PS;;;;;29.59;24.53;165.00;142.46;0.00;397.00;0.00;2;1995-05-02;MFL;;;;1994-01-01
ITA;ITA000019001;;MOD;2023-10-24;2100-12-31;00MF03120;00MF03120;NUOVA SIPONTO I;00167;Manfredonia;IKTR2;Y;Y;N;Y;;Y;247127230;FX;OTB;GNS;;;;;13.48;12.55;16.00;8.24;0.00;87.50;0.00;1;1995-01-14;MFL;;;;1995-01-01
ITA;ITA000019002;;MOD;2015-04-07;2100-12-31;05RC01068;05RC01068;CARMELA MADRE;00135;Bagnara;INCT;Y;Y;Y;Y;;Y;247130850;FX;OTB;LLS;;;;;22.00;17.30;67.00;39.11;0.00;214.70;0.00;1;1995-05-24;MFL;;;;1995-01-01
ITA;ITA000019003;;MOD;2017-07-24;2100-12-31;02LI02926;02LI02926;ONDA MARINA;00050;Porto Santo Stefano;INHW;Y;Y;Y;Y;;Y;247041470;FX;OTB;NO;;;;;22.30;17.60;82.00;37.88;0.00;325.00;0.00;2;1995-03-14;MFL;;;;1995-01-01
ITA;ITA000019004;;DES;2018-04-23;2018-04-23;04TP00389;04TP00389;BEATO PADRE PIO;00277;Favignana;INHJ;Y;Y;Y;;;;;FX;OTB;PS;;;;;17.12;12.86;31.00;19.22;0.00;133.80;0.00;1;1995-05-25;MFL;;;AC;1995-01-01
ITA;ITA000019005;;MOD;2024-12-05;2100-12-31;00RO08407;00RO08407;MARIA STELLA;00072;Roma;;N;Y;N;N;;N;;FX;LLS;GNS;;;;;7.20;6.03;1.00;2.50;0.00;30.80;0.00;1;1995-03-15;MFL;;;;1995-01-01
ITA;ITA000019006;;MOD;2013-05-31;2100-12-31;00CI03245;00CI03245;CARLO ALBERTO II;00207;Chioggia;INGZ;Y;Y;Y;Y;;Y;247050160;FX;OTB;NO;;;;;22.13;17.96;73.00;31.49;0.00;412.00;0.00;1;1995-05-09;MFL;;;;1995-01-01
ITA;ITA000019007;;MOD;2024-06-27;2100-12-31;00CC00258;00CC00258;ALESSANDRO N.;00150;Corigliano Calabro;INHA;Y;Y;Y;Y;;Y;247053720;FX;OTB;PTM;;;;;16.55;15.70;33.00;9.39;0.00;145.00;0.00;1;1995-05-12;MFL;;;;1995-01-01
ITA;ITA000019008;;RET;2024-05-15;2024-05-15;00CI03247;00CI03247;RICCARDO T.;00207;Chioggia;INGW;Y;N;Y;Y;;Y;247053710;FX;OTB;PTM;;;;;16.55;0.00;33.00;9.43;0.00;145.00;0.00;1;1995-05-12;MFL;;;PA;1995-01-01
ITA;ITA000019009;;RET;1999-09-22;1999-09-22;00CR01099;00CR01099;MAROGI;00145;Crotone;I.M.S.R;Y;Y;N;;;;;FX;OTB;NO;;;;;20.80;17.58;57.00;44.57;0.00;283.10;0.00;1;1995-05-06;4H2;;;PA;1980-01-01
ITA;ITA000019010;;DES;2001-11-08;2001-11-08;00LI09865;00LI09865;VERONICA;00048;Livorno;;N;Y;N;;;;;FX;GNS;NO;;;;;6.69;5.98;1.00;2.45;0.00;16.20;0.00;1;1986-12-10;4H1;;;AC;1973-01-01
ITA;ITA000019011;;MOD;2020-08-25;2100-12-31;06PC00437;06PC00437;AQUILA;00178;Silvi;INHD;Y;Y;N;Y;;Y;247102430;FX;OTB;NO;;;;;14.68;12.17;20.00;17.42;0.00;80.00;0.00;1;1995-05-22;MFL;;;;1995-01-01
ITA;ITA000019012;;DES;2010-09-28;2010-09-28;00TA04003;00TA04003;PIERA;00152;Taranto;;N;Y;N;;;;;FX;OTB;NO;;;;;12.59;11.43;7.00;7.33;0.00;162.00;0.00;1;1970-10-27;MFL;;;AC;1970-01-01
ITA;ITA000019013;;RET;2001-11-23;2001-11-23;01PC00519;01PC00519;SANTA RITA;00173;Ortona;;N;Y;N;;;;;FX;GNS;NO;;;;;4.25;0.00;0.00;0.77;0.00;7.30;0.00;1;1980-05-20;4H1;;;PA;1969-01-01
ITA;ITA000019014;;DES;2005-01-06;2005-01-06;00PC00468;00PC00468;TURUCCIO;00172;Pescara;;N;Y;N;;;;;FX;OTB;NO;;;;;14.12;12.48;15.00;13.69;0.00;59.00;0.00;1;1965-03-09;MFL;;;PA;1947-01-01
ITA;ITA000019015;;RET;1996-03-06;1996-03-06;00PC01110;00PC01110;OMAR;00172;Pescara;;N;Y;N;;;;;FX;GNS;NO;;;;;4.05;0.00;0.00;0.60;0.00;22.00;0.00;1;1985-07-02;C18;;;PA;1985-01-01
ITA;ITA000019016;;MOD;2017-05-11;2100-12-31;02AN00667;02AN00667;NIBBIO I;00188;Senigallia;IKCP2;Y;Y;N;;;;;FX;LLS;GNS;;;;;6.80;5.95;2.00;2.28;0.00;40.70;0.00;4;1995-05-23;MFL;;;;1972-01-01
ITA;ITA000019017;;MOD;2014-08-04;2100-12-31;00AN03958;00AN03958;LEVIATHAN;00187;Ancona;INCO;Y;Y;Y;;;;;FX;OTB;PTM;;;;;26.92;21.98;155.00;84.13;0.00;521.00;0.00;2;1995-06-03;MFL;;;;1995-01-01
ITA;ITA000019018;;RET;2003-05-27;2003-05-27;00GL03789;00GL03789;FRANCO I;00153;Gallipoli;;N;Y;N;;;;;FX;GNS;NO;;;;;7.25;0.00;2.48;2.62;0.00;8.00;0.00;1;1987-10-12;MFL;;;PA;1957-01-01
ITA;ITA000019019;;DES;2001-08-11;2001-08-11;00GL03792;00GL03792;S. MARGHERITA;00153;Gallipoli;;N;Y;N;;;;;FX;GNS;NO;;;;;6.60;0.00;0.00;2.30;0.00;12.50;0.00;1;1987-10-13;4H1;;;PA;1980-01-01
