Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
FRA;FRA000894020;;MOD;2024-12-10;2100-12-31;894020;CH894020;LE HOU HOU II;FRCER;Cherbourg;FAA6456;Y;Y;N;N;Y;N;;LO;LHP;NO;;;;;5.15;0.00;0.91;1.67;0.00;13.00;0.00;3;2010-09-17;MFL;;;;1998-01-01
FRA;FRA000894039;;MOD;2024-12-10;2100-12-31;894039;AY894039;LE RORQUAL;FRZEG;Auray;FGG7359;Y;Y;N;N;Y;Y;228022690;FX;LTL;NO;;;;;5.60;0.00;0.83;2.27;0.00;36.00;0.00;3;2000-05-25;MFL;;;;2000-01-01
FRA;FRA000894043;;MOD;2023-02-28;2100-12-31;894043;BX894043;TURSIOPS;FRBOD;Bordeaux;FGF3252;Y;Y;N;N;Y;Y;227710280;GO;GND;FPO;LHM;;;;6.05;0.00;2.08;3.01;0.00;85.00;0.00;3;2016-11-09;MFL;;;;1999-01-01
FRA;FRA000894061;;MOD;2024-11-07;2100-12-31;894061;AY894061;SISOCTOBRE;FRZEG;Auray;FAG4401;Y;Y;N;N;Y;N;;FX;GNS;LLS;;;;;5.60;0.00;1.16;2.27;0.00;37.00;0.00;3;2020-06-22;MFL;;;;2000-01-01
FRA;FRA000894062;;DES;2014-09-25;2014-09-25;894062;VA 894062;ATHENA;VA;;FGA5928;Y;Y;N;;;;;FX;GNS;LTL;;;;;6.04;0.00;0.92;2.09;0.00;66.00;0.00;3;2001-12-05;MFL;;;AC;2001-01-01
FRA;FRA000894064;;MOD;2025-08-05;2100-12-31;894064;VA894064;ARCHIMEDE;FRVNE;Vannes;FGE8939;Y;Y;N;N;Y;Y;227686520;FX;GTR;FPO;;;;;6.25;0.00;2.23;2.39;0.00;73.00;0.00;3;2002-06-18;MFL;;;;2002-01-01
FRA;FRA000894069;;DES;2006-12-19;2006-12-19;894069;AY 894069;GAEL LAURENCE;AY;;;N;Y;N;;;;;FX;GNS;LTL;;;;;6.02;0.00;3.00;1.57;0.00;37.00;0.00;3;2001-10-26;MFL;;;PA;2001-01-01
FRA;FRA000894074;;DES;2010-03-02;2010-03-02;894074;AY 894074;GWENAELLE III;AY;;;N;Y;N;;;;;FX;GNS;FPO;;;;;5.98;0.00;1.63;2.70;0.00;37.00;0.00;3;2002-04-30;MFL;;;AC;2002-01-01
FRA;FRA000894078;;MOD;2024-12-10;2100-12-31;894078;AY894078;POSEIDON;FRZEG;Auray;FAA6623;Y;Y;N;N;Y;N;;LO;LHP;FPO;LTL;;;;5.60;0.00;4.50;2.27;0.00;63.00;0.00;3;2019-06-19;MFL;;;;2001-01-01
FRA;FRA000894085;;MOD;2024-12-10;2100-12-31;894085;MN894085;MATHILISE;FRM2R;Marennes;FAB7165;Y;Y;N;N;Y;Y;227366060;FX;GNS;LTL;FPO;;;;6.25;0.00;2.23;2.39;0.00;47.00;0.00;3;2001-12-27;MFL;;;;2001-01-01
