Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
HRV;HRV000014504;;RET;2017-02-27;2017-02-27;ZD-125;ZD-125;ZD-125;ZD;;;N;N;N;;;;;FX;GNS;LLS;;;;;5.95;0.00;2.05;0.00;0.00;41.00;0.00;3;2013-07-01;MFL;;;PA;2004-01-01
HRV;HRV000014505;;RET;2017-02-27;2017-02-27;ZD-256;ZD-256;ZD-256;ZD;;;N;N;N;;;;;FX;GNS;LLS;;;;;9.20;0.00;4.02;0.00;0.00;29.00;0.00;3;2013-07-01;MFL;;;PA;1971-01-01
HRV;HRV000014507;;RET;2024-11-05;2024-11-05;209-ST;209-ST;209-ST;HRSPU;Split;;N;N;N;N;Y;N;;FX;LLS;GNS;;;;;4.90;0.00;1.00;0.00;0.00;7.30;0.00;3;2013-07-01;MFL;;;PA;1975-01-01
HRV;HRV000014509;;RET;2016-01-04;2016-01-04;1043-ŠB;1043-ŠB;1043-ŠB;SB;;;N;N;N;;;;;FX;GNS;LHP;;;;;6.00;0.00;1.06;0.00;0.00;7.36;0.00;3;2013-07-01;MFL;;;PA;1969-01-01
HRV;HRV000014510;;RET;2016-01-04;2016-01-04;PR-429;PR-429;PR-429;PR;;;N;N;N;;;;;FX;GNS;LLS;;;;;6.96;0.00;1.56;0.00;0.00;5.90;0.00;1;2013-07-01;MFL;;;PA;1963-01-01
HRV;HRV000014512;;RET;2019-02-25;2019-02-25;NV-577;NV-577;NV-577;NV;;;N;N;N;N;;N;;FX;GNS;LLS;;;;;4.50;0.00;0.70;0.00;0.00;6.47;0.00;3;2016-05-17;MFL;;;PA;1986-01-01
HRV;HRV000014514;;RET;2017-02-27;2017-02-27;MU-892;MU-892;MU-892;MU;;;N;N;N;;;;;FX;GNS;LLS;;;;;7.90;0.00;3.90;0.00;0.00;31.60;0.00;1;2013-07-01;MFL;;;PA;1971-01-01
HRV;HRV000014515;;MOD;2019-09-16;2100-12-31;104-ZD;104-ZD;104-ZD;ZD;;;N;N;N;N;;N;;FX;GNS;GTR;;;;;6.85;0.00;1.00;0.00;0.00;40.50;0.00;3;2013-07-01;MFL;;;;2008-01-01
HRV;HRV000014516;;RET;2016-01-04;2016-01-04;BŠ-519;BŠ-519;BŠ-519;BS;United Kingdom;;N;N;N;;;;;FX;GNS;LLS;;;;;6.45;0.00;1.63;0.00;0.00;11.00;0.00;1;2013-07-01;MFL;;;PA;1988-01-01
HRV;HRV000014519;;CHA;2017-04-06;2100-12-31;DB-906;DB-906;DB-906;DB;;;N;Y;N;;;;;FX;GNS;LLS;;;;;5.32;0.00;0.72;0.00;0.00;3.68;0.00;1;2017-04-06;MFL;;;;1939-01-01
