Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
PRT;PRT000017484;;MOD;2022-03-15;2100-12-31;PD-47-L;PD-47-L;GUADIANA;PTPDL;Ponta Delgada;;N;N;N;N;Y;N;;MOX;LHP;NO;;;;;6.90;0.00;1.65;0.00;0.00;44.13;0.00;1;1976-03-18;4K9;;;PA;1976-01-01
PRT;PRT000017485;;DES;1994-02-25;1994-02-25;PD-443-C;PD-443-C;IVONE;PD;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;7.74;0.00;0.00;4.72;0.00;51.00;0.00;;;B14;;;PA;
PRT;PRT000017486;;DES;1989-06-30;1989-06-30;PD-366-L;PD-366-L;FLOR DE LIS;PD;United Kingdom;;N;N;N;;;;;FX;LLS;NO;;;;;8.50;0.00;0.00;7.80;0.00;33.00;0.00;1;1931-01-01;1;;;PA;1931-01-01
PRT;PRT000017487;;RET;2005-12-27;2005-12-27;PD-52-L;PD-52-L;SANTO ANTONIO;PD;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;5.50;0.00;0.64;1.15;0.00;5.59;0.00;1;1970-01-01;4K9;;;PA;1970-01-01
PRT;PRT000017488;;RET;1994-09-27;1994-09-27;PD-471-C;PD-471-C;ALBATROZ;PD;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;6.07;0.00;1.29;1.96;0.00;22.00;0.00;;;B14;;;PA;
PRT;PRT000017489;;RET;2005-12-27;2005-12-27;PD-50-L;PD-50-L;CORACAO DE JESUS;PD;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;5.65;0.00;0.76;1.40;0.00;13.05;0.00;1;1980-01-01;4K9;;;PA;1980-01-01
PRT;PRT000017490;;RET;2005-12-27;2005-12-27;PD-59-C;PD-59-C;DEUS TE GUIE SALVADOR;PD;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;7.19;0.00;1.96;2.45;0.00;5.97;0.00;1;1980-01-01;4K9;;;PA;1980-01-01
PRT;PRT000017491;;RET;2005-12-27;2005-12-27;PD-55-C;PD-55-C;JOANINA;PD;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;5.15;0.00;0.72;1.01;0.00;3.73;0.00;1;1970-01-01;4K9;;;PA;1970-01-01
PRT;PRT000017492;;MOD;2024-10-29;2100-12-31;PTPDL-118678-L;PTPDL-118678-L;LUCIA DE FATIMA;PTPDL;Ponta Delgada;CUVE2;Y;Y;N;N;Y;Y;204203690;MOX;FPO;LHP;;;;;9.00;0.00;5.60;0.00;0.00;44.13;0.00;1;1985-06-12;4K9;;;PA;1985-01-01
PRT;PRT000017493;;DES;1989-06-30;1989-06-30;PD-9-L;PD-9-L;GANHOA;PD;United Kingdom;;N;N;N;;;;;FX;LLS;NO;;;;;8.40;0.00;0.00;7.93;0.00;51.00;0.00;1;1932-01-01;1;;;PA;1932-01-01
PRT;PRT000017494;;DES;2004-07-15;2004-07-15;PD-6-L;PD-6-L;JURA;PD;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;7.51;0.00;2.29;3.03;0.00;17.00;0.00;1;1963-01-15;4K9;;;AC;1963-01-01
PRT;PRT000017495;;MOD;2022-10-24;2100-12-31;PTPDL-118677-L;PTPDL-118677-L;ESTRELA DE FATIMA;PTPDL;Ponta Delgada;CUVQ2;Y;Y;N;N;Y;Y;204203450;MOX;FPO;LHP;;;;;7.60;6.95;3.34;0.00;0.00;30.00;0.00;1;1989-01-01;4K9;;;PA;1950-12-31
PRT;PRT000017496;;RET;1993-02-15;1993-02-15;VE-421-L;VE-421-L;HELIA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.50;0.00;0.00;0.95;0.00;0.00;0.00;1;1978-01-15;B14;;;PA;1978-01-01
PRT;PRT000017497;;RET;2005-12-27;2005-12-27;PD-316-C;PD-316-C;LAURENTINA;PD;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;6.45;0.00;1.02;1.81;0.00;12.00;0.00;1;1983-09-19;4K9;;;PA;1983-01-01
PRT;PRT000017498;;RET;2005-12-27;2005-12-27;VE-420-L;VE-420-L;SENHORA DAS ALMAS;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.50;0.00;0.48;0.95;0.00;0.00;0.00;1;1980-01-01;4K9;;;PA;1980-01-01
