OID_;World Port Index Number;Region Name;Main Port Name;Alternate Port Name;UN/LOCODE;Country Code;World Water Body;IHO S-130 Sea Area;Sailing Direction or Publication;Publication Link;Standard Nautical Chart;IHO S-57 Electronic Navigational Chart;IHO S-101 Electronic Navigational Chart;Digital Nautical Chart;Tidal Range (m);Entrance Width (m);Channel Depth (m);Anchorage Depth (m);Cargo Pier Depth (m);Oil Terminal Depth (m);Liquified Natural Gas Terminal Depth (m);Maximum Vessel Length (m);Maximum Vessel Beam (m);Maximum Vessel Draft (m);Offshore Maximum Vessel Length (m);Offshore Maximum Vessel Beam (m);Offshore Maximum Vessel Draft (m);Harbor Size;Harbor Type;Harbor Use;Shelter Afforded;Entrance Restriction - Tide;Entrance Restriction - Heavy Swell;Entrance Restriction - Ice;Entrance Restriction - Other;Overhead Limits;Underkeel Clearance Management System;Good Holding Ground;Turning Area;Port Security;Estimated Time of Arrival Message;Quarantine - Pratique;Quarantine - Sanitation;Quarantine - Other;Traffic Separation Scheme;Vessel Traffic Service;First Port of Entry;US Representative;Pilotage - Compulsory;Pilotage - Available;Pilotage - Local Assistance;Pilotage - Advisable;Tugs - Salvage;Tugs - Assistance;Communications - Telephone;Communications - Telefax;Communications - Radio;Communications - Radiotelephone;Communications - Airport;Communications - Rail;Search and Rescue;NAVAREA;Facilities - Wharves;Facilities - Anchorage;Facilities - Dangerous Cargo Anchorage;Facilities - Med Mooring;Facilities - Beach Mooring;Facilities - Ice Mooring;Facilities - Ro-Ro;Facilities - Solid Bulk;Facilities - Liquid Bulk;Facilities - Container;Facilities - Breakbulk;Facilities - Oil Terminal;Facilities - LNG Terminal;Facilities - Other;Medical Facilities;Garbage Disposal;Chemical Holding Tank Disposal;Degaussing;Dirty Ballast Disposal;Cranes - Fixed;Cranes - Mobile;Cranes - Floating;Cranes Container;Lifts - 100+ Tons;Lifts - 50-100 Tons;Lifts - 25-49 Tons;Lifts - 0-24 Tons;Services - Longshoremen;Services - Electricity;Services -Steam;Services - Navigation Equipment;Services - Electrical Repair;Services - Ice Breaking;Services -Diving;Supplies - Provisions;Supplies - Potable Water;Supplies - Fuel Oil;Supplies - Diesel Oil;Supplies - Aviation Fuel;Supplies - Deck;Supplies - Engine;Repairs;Dry Dock;Railway;Latitude;Longitude;Position
501.0;37290.0;Spain N Coast -- 37270;Puerto De Pasajes; ;ESPAS;Spain;"Bay of Biscay; North Atlantic Ocean"; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;37032.0; ; ;a0837290, coa08c, gen08b, h0837290;5.0;0.0;9.4;23.2;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;River (Natural);Unknown;Fair;No;No;No;Yes;Unknown;Unknown;No;No;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Small;Small;43.333333;-1.933333;43.333333,-1.933333,0.000001
533.0;44750.0;Turkey Asia -- 44360;Izmir;Smyrna;TRIZM;Turkey;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54388.0; ; ;a1044750, coa10c, gen10b, h1044750;2.0;0.0;9.4;14.0;7.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;Coastal (Natural);Unknown;Fair;No;Yes;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Moderate;Medium;Small;38.433333;27.133333;38.433333,27.133333,0.000001
536.0;41670.0;Albania -- 41650;Durres;Durazzo;ALDRZ;Albania;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54267.0; ; ;a0941670, coa09c, gen09, h0941670;1.0;0.0;7.9;7.9;7.9;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Fair;No;No;No;Yes;No;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;III;Yes;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Moderate;Medium;Large;41.316667;19.45;41.316667,19.450000,0.000001
537.0;41640.0;Serbia and Montenegro -- 41560;Bar; ;MEBAR;Montenegro;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54091.0; ; ;a0941320, coa09c, gen09, h0941640;1.0;0.0;17.1;23.2;9.4;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Fair;No;No;No;Yes;No;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Medium;Unknown;42.083333;19.083333;42.083333,19.083333,0.000001
538.0;41610.0;Serbia and Montenegro -- 41560;Kotor; ;MEKOT;Montenegro;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54090.0; ; ;a0941320, coa09c, gen09;1.0;0.0;15.5;14.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;No;No;No;Yes;No;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Limited;Medium;Unknown;42.416667;18.766667;42.416667,18.766667,0.000001
539.0;41030.0;Croatia -- 40877;Bakar;Buccari;HRBAK;Croatia;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54180.0; ; ;a0941010, coa09c, gen09;0.0;0.0;23.2;23.2;17.1;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Natural);Unknown;Fair;Yes;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Unknown;Small;45.3;14.533333;45.300000,14.533333,0.000001
540.0;40500.0;Italy East Coast -- 40390;Brindisi; ;ITBDS;Italy;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;54082.0; ; ;a0940500, coa09c, gen09, h0940500;1.0;0.0;14.0;23.2;11.0;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;Coastal (Breakwater);Unknown;Fair;No;No;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Medium;Medium;40.65;17.983333;40.650000,17.983333,0.000001
541.0;40480.0;Italy East Coast -- 40390;Gallipoli; ;ITGAL;Italy;"Golfo di Taranto; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;54060, 54090; ; ;coa09c, gen09, h0940480;0.0;0.0;11.0;12.5;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Breakwater);Unknown;Excellent;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;III;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Limited;Unknown;Medium;40.06;17.984;40.060000,17.984000,0.000001
542.0;40110.0;Sicilia -- 40090;Milazzo; ;ITMLZ;Italy;"Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53180, 53200; ; ;coa09b, gen09, h0940110;0.0;0.0;9.4;23.2;9.4;23.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Open Roadstead;Unknown;Excellent;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;No;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Unknown;Medium;38.216667;15.25;38.216667,15.250000,0.000001
543.0;39950.0;Italy West Coast Cont -- 39730;Bagnoli; ;ITBLN;Italy;"Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53162, 53166; ; ;a0939960, coa09b, gen09, h0939960;0.0;0.0;23.2;20.1;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Open Roadstead;Unknown;Poor;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Unknown;Small;40.81;14.158;40.810000,14.158000,0.000001
544.0;39520.0;Italy West Coast -- 39330;La Spezia;Spezia;ITSPE;Italy;"Ligurian Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53105.0; ; ;a0839520, coa08k, gen08a, h0839520;1.0;0.0;14.0;15.5;14.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Large;Medium;44.1;9.833333;44.100000,9.833333,0.000001
545.0;39470.0;Italy West Coast -- 39330;Genova; ;ITGOA;Italy;"Ligurian Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53104.0; ; ;a0839470, coa08k, gen08a, h0839470;1.0;0.0;15.5;7.9;14.0;23.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;Coastal (Breakwater);Unknown;Excellent;No;No;No;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Large;Large;44.398;8.922;44.398000,8.922000,0.000001
546.0;39120.0;Corse -- 39040;L'ile Rousse; ;FRILR;France;"Ligurian Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53100, 53110; ; ;a0839110, coa08k, gen08a;0.0;0.0;6.4;23.2;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Fair;No;Yes;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;No;No;Yes;Yes;Yes;No;No;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;No;No;Limited;Unknown;Unknown;42.633333;8.933333;42.633333,8.933333,0.000001
547.0;38810.0;France South Coast -- 38710;Marseille; ;FRMRS;France;"Gulf of Lion; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53062.0; ; ;a0838810, coa08j, gen08a, h0838810;0.0;0.0;12.5;11.0;15.5;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Excellent;No;No;No;No;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Large;Small;43.316667;5.366667;43.316667,5.366667,0.000001
548.0;38550.0;Spain SE Coast -- 38340;Barcelona; ;ESBCN;Spain;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;52122.0; ; ;a0838550, coa08i, gen08a, h0838550;1.0;0.0;9.4;23.2;15.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;Coastal (Breakwater);Unknown;Good;No;Yes;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Moderate;Medium;Small;41.35;2.166667;41.350000,2.166667,0.000001
549.0;38430.0;Spain SE Coast -- 38340;Cartagena; ;ESCAR;Spain;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;52063.0; ; ;a0838430, coa08o, gen08b, h0838430;1.0;0.0;11.0;23.2;12.5;20.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Fair;No;No;No;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Small;Small;37.583333;-0.983333;37.583333,-0.983333,0.000001
550.0;38090.0;Acores -- 38060;Angra Do Heroismo; ;PTADH;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51064.0; ; ;a0838095, coa08g, gen08c, h0838090;2.0;0.0;12.5;23.2;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;No;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;II;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;No;No;No;No;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;No;No;Unknown;Unknown;Unknown;38.65;-27.216667;38.650000,-27.216667,0.000001
551.0;38080.0;Acores -- 38060;Horta; ;PTHOR;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51061.0; ; ;a0838080, coa08g, gen08c, h0838080;2.0;0.0;12.5;23.2;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Fair;Yes;Yes;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;No;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;II;Yes;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;No;No;Limited;Unknown;Unknown;38.533333;-28.633333;38.533333,-28.633333,0.000001
552.0;37970.0;Portugal -- 37930;Aveiro; ;PTAVE;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51120.0; ; ;coa08d, gen08b, h0837970;3.0;0.0;6.4;11.0;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;River (Natural);Unknown;Good;Yes;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Moderate;Small;Small;40.65;-8.65;40.650000,-8.650000,0.000001
553.0;37860.0;Spain N Coast -- 37270;Marin; ;ESMPG;Spain;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51100.0; ; ;coa08d, gen08b;4.0;0.0;23.2;23.2;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Good;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Unknown;II;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Moderate;Medium;Small;42.4;-8.7;42.400000,-8.700000,0.000001
557.0;37010.0;France West Coast -- 36450;La Rochelle; ;FRLRH;France;"Bay of Biscay; North Atlantic Ocean"; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;37402.0; ; ;a0837010, coa08b, gen08b, h0837010;3.0;0.0;11.0;4.9;9.4;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Tide Gates);Unknown;Excellent;Yes;No;No;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Small;Small;46.15;-1.15;46.150000,-1.150000,0.000001
