sources;port_name;coordinates;locode;country_region;fao_areas
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Douhet (Saint-Georges-d'Oléron);45.999707,-1.325275,0.000001;FRDUU;FR - 17;{27.8.b}},{{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Four (Lège-Cap-Ferret);44.730988,-1.191803,0.000001;FRPF2;FR - 33;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le François (Bourg) - La Jetée;14.6173314,-60.8981878,0.000001;MQLFA;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Frêt;48.284563,-4.5086639,0.000001;FRLFR;FR - 29;{27.7.e}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Grand Etier De Sallertaine;46.8755617069976,-2.00691261776884,0.000001;FRGE3;FR - 85;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Grau-Du-Roi;43.537476,4.137918,0.000001;FRLGR;FR - 30;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Grazie;44.066,9.835,0.000001;ITLGZ;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Guildo;48.571938,-2.212366,0.000001;FRGE2;FR - 22;{27.7.e}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Guildo;48.571938,-2.212366,0.000001;FRLGU;FR - 22;{27.7.e}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Larivot;4.90461375148093,-52.3609972241526,0.000001;GFLVT;GF - 973;{31}},{{41.1.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Lavandou;43.138042,6.368436,0.000001;FRVNO;FR - 83;{37.1.2}
WPI;Le Legue;48.533333,-2.750000,0.000001;FRLLG;France - France NW Coast Cont -- 36060;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Magouer;47.660321,-3.213695,0.000001;FRME2;FR - 56;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Mans;48.00611,0.199556,0.000001;FRLME;FR - 72;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Marigot;14.8203708,-61.0294274,0.000001;MQPF1;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Marigot;14.8203708,-61.0294274,0.000001;MQPFI;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Marin (Bourg);14.4713035,-60.8708987,0.000001;MQIF2;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Migron;47.255227,-1.916373,0.000001;FRMI3;FR - 44;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Moule;16.3312403,-61.3438483,0.000001;GPEP3;GP - 971;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Palais;47.347009,-3.156406,0.000001;FRLP2;FR - 56;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Passage;44.200867,0.602179,0.000001;FRLEP;FR - 47;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Pellerin;47.200228,-1.75346,0.000001;FRPXN;FR - 44;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Petit-Quevilly;49.429895,1.054325,0.000001;FRPTQ;FR - 76;{27.7.d}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Phare (Lège-Cap-Ferret);44.6459123,-1.2488528,0.000001;FRCFP;FR - 33;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Port;-20.9357423,55.2903451,0.000001;RELPT;RE - 974;{51.7}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Pouldu;47.767212,-3.545922,0.000001;FRPD3;FR - 29;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Pouliguen;47.269852,-2.425372,0.000001;FRPL4;FR - 44;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Pradet;43.106933,6.018687,0.000001;FRDDT;FR - 83;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Puy-En-Velay;45.042768,3.882936,0.000001;FRLPY;FR - 43;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Revest-Les-Eaux;43.175976,5.926476,0.000001;FRXRA;FR - 83;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Robert;14.677342,-60.9390249,0.000001;MQLER;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Robert (Bourg);14.677342,-60.9390249,0.000001;MQMFC;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Sequestre Apt/Albi;43.9088897,2.1137746,0.000001;FRLBI;FR - 81;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Teich;44.635606,-1.0208759,0.000001;FRHHL;FR - 33;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Tinduff;48.338763,-4.377116,0.000001;FRTDF;FR - 29;{27.7.e}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Touquet-Paris-Plage;50.521276,1.590675,0.000001;FRLTQ;FR - 62;{27.7.d}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Tour-Du-Parc;47.525694,-2.645209,0.000001;FRTP4;FR - 56;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Le Treport;50.066667,1.366667,0.000001;FRLTR;France - France NW Coast -- 35720;{27.7.d}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Le Verdon;45.550000,-1.050000,0.000001;FRLVE;France - France West Coast -- 36450;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Vivier-Sur-Mer;48.602092,-1.774314,0.000001;FRVM6;FR - 35;{27.7.e}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Le Yaudet;48.7314542,-3.5359712,0.000001;FRYU3;FR - 22;{27.7.e}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lebach;;DELEB;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lecce;;ITLCC;IT;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lechiagat;47.807191,-4.261599,0.000001;FRLI4;FR - 29;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leek;;NLLEE;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leenankeel;55.24258,-7.52848,0.000001;IELNL;IE;{27.6.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leeotsa;59.585,25.77888889,0.000001;EELEO;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Leer;53.233333,7.450000,0.000001;DELEE;Germany - Germany -- 30650;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leerdam;;NLLRD;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leesi;59.60527778,25.49388889,0.000001;EELEE;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leetsi, Kardla K;58.42222222,26.50972222,0.000001;EELTK;EE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leetsi, Valgeranna K;58.39333333,24.39972222,0.000001;EELTV;EE;{27.3.d.28.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leeuwarden;;NLLWR;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lefkada;38.85,20.697,0.000001;GRLEY;GR;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lefkimmi;39.449,20.063,0.000001;GRLKM;GR;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lefkáda (Lefkás);38.83333333,20.7,0.000001;GRLEV;GR;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lefkímmi;39.41666667,20.1,0.000001;GRLFK;GR;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Legden;;DELEG;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lehanbeag;51.59663012,-10.03547155,0.000001;IELHB;IE;{27.7.j.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lehrte;52.38333333,9.966666667,0.000001;DELEH;DE;{27.4.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lehtma;59.06833333,22.69833333,0.000001;EELHT;EE;{27.3.d.29}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lehtola;66.5664,27.7215,0.000001;FILEH;FI;{27.3.d.31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leiden;;NLLID;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leiderdorp;;NLLDD;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leidschendam;;NLLDS;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leimuiden;;NLLMU;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leinfelden-Echterdingen;48.7,9.15,0.000001;DELEC;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leipsoi;26.767,37.283,0.000001;GRLIP;GR;{51.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leipzig;;DELEJ;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Leirvik;59.758333,5.496667,0.000001;NOLRI;Norway - Norway -- 20620;{27.5.b.1.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leisi Jõe Lauter;58.57638889,22.67111111,0.000001;EELSI;EE;{27.3.d.29}
WPI;Leith;55.983333,-3.183333,0.000001;GBLEI;United Kingdom - Scotland East Coast -- 31870;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leitrim;;IELEI;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leiwen;;DELWN;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leixlip;;IELEX;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lekkerkerk;;NLLEK;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lelystad;;NLLEY;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lembri;58.08333333,22.1725,0.000001;EELMB;EE;{27.3.d.28.1}},{{27.3.d.28.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemförde;;DELME;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemgo;;DELEM;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemi;61.05,27.8,0.000001;FILEM;FI;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemkenhafen;54.446,11.09,0.000001;DELMK;DE;{27.3.b},{c}},{{27.3.c.22}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemmejõe Lauter;57.96638889,24.41166667,0.000001;EELML;EE;{27.3.d.28.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemmer;;NLLMR;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemmetsa;58.4325,24.38361111,0.000001;EELMT;EE;{27.3.d.28.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemmiku Kael;59.58388889,24.77361111,0.000001;EELMK;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemnos;;GRLXS;GR;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lempdes-Sur-Allagnon;45.385472,3.27056,0.000001;FR2LE;FR - 43;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lempäälä;61.3166666666667,23.75,0.000001;FILPL;FI;{27.3.d.32}},{{27.3.d.30}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemsi;58.12611111,24.01444444,0.000001;EELEM;EE;{27.3.d.28.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemsi;58.205,26.104,0.000001;EELEY;EE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemsterland;;NLLEM;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Lemvig;56.583333,8.283333,0.000001;DKLVG;Denmark - Jylland -- 30020;{27.4.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lemwerder;53.16666667,8.616666667,0.000001;DELEW;DE;{27.4.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lenartovce;;SKLEN;SK;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lendemarke;54.977,12.275,0.000001;DKLEN;DK;{27.3.d.24}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lengerich;52.55,7.516666667,0.000001;DELCH;DE;{27.4.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lenggries;;DELGS;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lennestadt;;DELST;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lenningen;;DELEN;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lennusadam;59.45444444,24.73694444,0.000001;EELEN;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lens;50.42893,2.83183,0.000001;FRLEN;FR - 62;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lent;;NLLNT;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leonberg;;DELEO;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leonidio;37.156,22.9,0.000001;GRLEW;GR;{37.3.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leonídion;37.15,22.9,0.000001;GRLND;GR;{37.3.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lepe;37.22649265,-7.17273747,0.000001;ESLEP;ES;{27.9.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lepelstraat;51.9333333333333,4.58333333333333,0.000001;NLLEP;NL;{27.4.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lepiku, Hara K;59.57555556,25.62944444,0.000001;EELPH;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lepiku, Lepiku K;58.69111111,22.54194444,0.000001;EELPK;EE;{27.3.d.29}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lepispäe;59.57805556,25.93611111,0.000001;EELPE;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lepplax;63.66666667,22.9,0.000001;FILEP;FI;{27.3.d.31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leppneeme;59.55133333,24.86666667,0.000001;EELEP;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leppneeme Kalasadam;59.551,24.866,0.000001;EELPN;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lequeitio;43.36778972,-2.49862736,0.000001;ESLEQ;ES;{27.8.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lerberget;56.176667,12.556667,0.000001;SELET;SE;{27.3.a.21}},{{27.3.b},{c}},{{27.3.b.23}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lergrav;57.789667,18.989167,0.000001;SELEV;SE;{27.3.d.28.2}},{{27.3.d.27}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lerici;44.066667,9.916667,0.000001;ITLER;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lerkil;57.453833,11.916667,0.000001;SELEL;SE;{27.3.a.21}},{{27.3.a.20}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leros;37.18333333,26.8,0.000001;GRLRS;GR;{37.3.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lervik;56.334333,12.753,0.000001;SELEI;SE;{27.3.a.21}
WPI;Lerwick;60.167000,-1.150000,0.000001;GBLER;United Kingdom - Shetland Islands -- 32510;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Abymes  (Le Prêcheur);14.805111,-61.2262901,0.000001;MQSF3;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Arcs;43.4552462,6.4797829,0.000001;FRLAR;FR - 83;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Brochets;46.9981129,-2.0280999,0.000001;FRBS3;FR - 85;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Champs (Bouin);46.968477,-2.0319919,0.000001;FRCH9;FR - 85;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Deux Alpes;45.0176294,6.1248743,0.000001;FRDXA;FR - 38;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Galbas (Saint-Anne);16.223752,-61.388375,0.000001;GPCP5;GP - 971;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Gougins, Saint-Marcouf;49.49612,-1.267122,0.000001;FRGG2;FR - 50;{27.7.d}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Jacquets;44.7277992,-1.197957,0.000001;FRJJT;FR - 33;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Laumes;47.542492,4.448031,0.000001;FRLLA;FR - 21;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Monards;45.516895,-0.856368,0.000001;FRMD7;FR - 17;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Les Sables D' Olonne;46.500000,-1.800000,0.000001;FRLSO;France - France West Coast -- 36450;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Les Ulis;48.6792779,2.16647,0.000001;FRLUL;FR - 91;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lesconil;47.82099,-4.229675,0.000001;FRLKL;FR - 29;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lesina;41.866667,15.35,0.000001;ITLES;IT;{37.2.1}
WPI;Lesogorsk;49.450000,142.133333,0.000001;RULES;Russia - Sakhalin -- 60840;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lesport;43.2019444,27.7988889,0.000001;BGLES;BG;{37.4.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lessy;49.120796,6.094564,0.000001;FRL65;FR - 57;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Letipea;59.55138889,26.61111111,0.000001;EELET;EE;{27.3.d.32}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Letojanni;37.886,15.314,0.000001;ITLTJ;IT;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Letterkenny;;IELTR;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lettermore/Lettermullen;53.23774125,-9.721864496,0.000001;IELET;IE;{27.7.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leuca;39.8,18.35,0.000001;ITLEC;IT;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leucate;42.9103039,3.028163,0.000001;FRUTE;FR - 11;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leuna;;DELEA;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leusden;;NLLEU;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leuth;;NLLTH;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leutkirch Im Allgäu;47.83333333,10.01666667,0.000001;DELEU;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Levada;45.73333333,12.46666667,0.000001;ITLV8;IT;{37.2.1}
WPI;Levanger;63.754722,11.293333,0.000001;NOLEV;Norway - Norway -- 20620;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Levanto;44.166667,9.633333,0.000001;ITLEN;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Levanzo;37.987000,12.341000,0.000001;ITLEV;Italy;{37.2.2}},{{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Levar, Bredvik;63.5524,19.570667,0.000001;SEBRV;SE;{27.3.d.30}},{{27.3.d.31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Leverkusen;51.03333333,7.0,0.000001;DELEV;DE;{27.4.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Levice;48.21666667,18.6,0.000001;SKLVE;SK;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Levka;55.1605,14.7059,0.000001;DKLEV;DK;{27.3.d.24}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lexmond;;NLLXM;NL;
WPI;Lezardrieux;48.790300,-3.098863,0.000001;FRLZD;France - France NW Coast Cont -- 36060;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Liberec;;CZLBR;CZ;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Libourne;44.912998,-0.243985,0.000001;FRLIB;FR - 33;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Libramont-Chevigny;49.9213714,5.3775094,0.000001;BELIB;BE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Licata;37.092000,13.936000,0.000001;ITLIC;Italy - Sicilia -- 40090;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lichada Evvoias;0.0,0.0,0.000001;GRLAG;GR;{34.3.4}},{{34.4.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Lichkov;;CZLCH;CZ;
