sources;port_name;coordinates;locode;country_region;fao_areas
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chios;38.368,26.139,0.000001;GRHIO;GR;{37.3.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chipiona;36.74694302,-6.43042681,0.000001;ESCHP;ES;{27.9.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Choisy-Le-Roi;48.762541,2.4088759,0.000001;FRCHO;FR - 94;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cholet;47.059407,-0.879787,0.000001;FRCET;FR - 49;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chomutov;;CZCHM;CZ;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chora Sfakion;35.199,24.119,0.000001;GRHWR;GR;{37.3.1}
WPI;Chornomors Ke;45.516667,32.700000,0.000001;UAILK;Ukraine - Ukraine -- 43620;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chotebuz;;CZCHT;CZ;
WPI;Christianso Harbor;55.316667,15.183333,0.000001;DKCSO;Denmark - Bornholm -- 29020;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Christiansø;55.3205,15.1871,0.000001;DKCHR;DK;{27.3.d.25}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chrousso;39.96,23.68,0.000001;GRHRO;GR;{37.3.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chrudim;;CZCHR;CZ;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chukalya;42.456389,27.538611,0.000001;BGCHO;BG;{37.4.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Châlons-En-Champagne;48.956682,4.363073,0.000001;FRCSM;FR - 51;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Château Paille (Vauclin);14.55175,-60.83782,0.000001;MQKF6;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Château-Arnoux;44.093367,6.008906,0.000001;FRCAR;FR - 04;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Châteauroux;46.811434,1.686779,0.000001;FRCHR;FR - 36;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Châtelaillon-Plage;46.069676,-1.088543,0.000001;FRHTP;FR - 17;{27.8.b}},{{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Châtellerault;46.816487,0.548146,0.000001;FRCHL;FR - 86;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chłapowo;54.805,18.37166667,0.000001;PLCHP;PL;{27.3.d.26}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Chłopy;54.25166667,15.985,0.000001;PLCPY;PL;{27.3.d.25}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Ciampino Apt/Roma;;ITCIA;IT;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Ciboure;43.387537,-1.675432,0.000001;FRCBP;FR - 64;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cierna Nad Tisou;;SKCNT;SK;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Ciervana;43.35479544,-3.07988674,0.000001;ESCIV;ES;{27.8.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cigole;45.3,10.1833333333333,0.000001;ITOOL;IT;{37.2.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cill Chiarain;53.32646738,-9.828947371,0.000001;IECIL;IE;{27.7.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cillero;43.6798633,-7.5883459,0.000001;ESCIO;ES;{27.8.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cimetière (Le Prêcheur);14.8022712,-61.2248374,0.000001;MQSF6;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cingia De' Botti;45.08333333,10.26666667,0.000001;ITCD3;IT;{37.2.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cirkewwa;35.989,14.329,0.000001;MTCKW;MT;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Ciro Marina;39.372000,17.136000,0.000001;ITMRM;Italy;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cittaducale;42.38333333,12.95,0.000001;ITC5R;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Ciudadela;40.00147537,3.83238942,0.000001;ESQIU;ES;{37.1.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Civitanova Marche;43.316000,13.734000,0.000001;ITIOA;Italy;{37.2.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Civitavecchia;42.102000,11.771000,0.000001;ITCVV;Italy - Italy West Coast Cont -- 39730;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Civitella Casanova;42.36666667,13.88333333,0.000001;ITC6C;IT;{37.2.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clamart;48.799815,2.257289,0.000001;FRCLA;FR - 92;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Claouey;44.746508,-1.179861,0.000001;FRCL6;FR - 33;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clare Island;53.80752344,-10.04532356,0.000001;IECIS;IE;{27.7.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clarinbridge;53.228029,-8.880558,0.000001;IECBG;IE;{27.7.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cleandra;51.74227706,-9.925064166,0.000001;IECLD;IE;{27.7.j.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cleggan/Clifden;53.55475354,-10.12243884,0.000001;IECGG;IE;{27.7.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clermont-Ferrand;45.777222,3.087025,0.000001;FRCFE;FR - 63;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clinge;51.46666667,4.166666667,0.000001;NLCLI;NL;{27.4.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clogherhead;53.78571204,-6.234068649,0.000001;IECLG;IE;{27.7.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cloghore;;IECLO;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clohars-Carnoët;47.795818,-3.58491,0.000001;FRHCN;FR - 29;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clonakilty;51.62202319,-8.883899964,0.000001;IECKY;IE;{27.7.g}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clondalkin;;IECLK;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clonee;;IECLE;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Clonmel;;IECLL;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cloppenburg;52.85,8.033333333,0.000001;DECLO;DE;{27.4.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cluj-Napoca;46.76666667,23.6,0.000001;ROCLJ;RO;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cluses;46.06039,6.580582,0.000001;FRCLU;FR - 74;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cléder;48.662655,-4.103033,0.000001;FRCL7;FR - 29;{27.7.e}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cléon;49.315798,1.032768,0.000001;FRCLE;FR - 76;{27.7.d}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Coastal Control Terminal;;IECCT;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Cobh;51.850000,-8.300000,0.000001;IECOB;Ireland - Ireland -- 33840;{27.7.g}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Coburg;;DECOB;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cochem;;DECOC;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cochstedt;51.88333333,11.41666667,0.000001;DECSO;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Coesfeld;;DECOF;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Coevorden;;NLCOE;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cognac;45.691046,-0.328744,0.000001;FRCNG;FR - 16;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cogoleto;44.389,8.646,0.000001;ITC7G;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cogoleto;44.4,8.633333333,0.000001;ITCQL;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cogolin;43.251843,6.532649,0.000001;FRCQK;FR - 83;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Coimbra;40.2,-8.416666667,0.000001;PTCBP;PT;{27.9.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colayrac-Saint-Cirq;44.219249,0.551215,0.000001;FRX99;FR - 47;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colceresa;45.7166666666667,11.6,0.000001;ITCE6;IT;{37.2.1}
WPI;Colchester;51.883333,0.916667,0.000001;GBCOL;United Kingdom - England East Coast -- 31330;
WPI;Coleraine;55.133333,-6.666667,0.000001;GBCLR;United Kingdom - Northern Ireland -- 33630;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colijnsplaat;51.6,3.85,0.000001;NLCOL;NL;{27.4.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colindres;43.39694477,-3.46005727,0.000001;ESCOD;ES;{27.8.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colle Santa Lucia;46.45,11.98333333,0.000001;ITC99;IT;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Collelongo;41.88333333,13.58333333,0.000001;ITC97;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colli Al Metauro;43.75,12.88333333,0.000001;IT6CM;IT;{37.2.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Collinstown;;IECOL;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Collioure;42.526752,3.084631,0.000001;FRURU;FR - 66;{37.1.2}},{{37.1.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Collodi;43.9,10.65,0.000001;IT2FH;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colmar;48.0793589,7.358512,0.000001;FRCMR;FR - 68;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colonia San Jorge;39.31676236,3.00044129,0.000001;ESCSB;ES;{37.1.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Colverde;45.8,9.0,0.000001;ITC9L;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Combarro;42.42925405,-8.70527767,0.000001;ESCBY;ES;{27.9.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Comillas;43.39494709,-4.28815438,0.000001;ESOLL;ES;{27.8.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Comino;;MTJCO;MT;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Comiso;;ITCIY;IT;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Compiègne;49.417816,2.826145,0.000001;FRCMP;FR - 60;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Concarneau;47.866667,-3.916667,0.000001;FRCOC;France - France West Coast -- 36450;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Conflans-En-Jarnisy;49.165504,5.850339,0.000001;FRCEJ;FR - 54;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Conil;36.29569395,-6.1360241,0.000001;ESZEA;ES;{27.9.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Constanta;44.166667,28.650000,0.000001;ROCND;Romania - Romania -- 43540;{37.4.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Contis;44.09126,-1.320876,0.000001;FRCN6;FR - 40;{27.8.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Contrexéville;48.179968,5.895545,0.000001;FRCRX;FR - 88;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corabia;43.76666667,24.5,0.000001;ROCOB;RO;{37.4.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corbehem;50.335626,3.0481029,0.000001;FRCOR;FR - 62;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corbeil-Essonnes;48.6102599,2.474805,0.000001;FRCOE;FR - 91;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corcubión;42.94569105,-9.18944899,0.000001;ESCCN;ES;{27.8.c}},{{27.9.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cordemais;47.291429,-1.876729,0.000001;FRCXY;FR - 44;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Corigliano Calabro;39.672000,16.529000,0.000001;ITCGC;Italy;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Cork;51.850000,-8.266667,0.000001;IEORK;Ireland - Ireland -- 33840;{27.7.g}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corleto Perticara;40.38333333,16.03333333,0.000001;ITCPQ;IT;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corme;43.26499033,-8.96377789,0.000001;ESCOX;ES;{27.8.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cornesti;47.8166666666667,23.9666666666667,0.000001;ROCNI;RO;
WPI;Corpach;56.850000,-5.116667,0.000001;GBCOR;United Kingdom - Scotland West Coast -- 32790;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corps De Garde (Sainte-Luce);14.4723266,-60.9397537,0.000001;MQGF2;MQ - 972;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corralejo;28.74012301,-13.86321451,0.000001;ESZRJ;ES;{34.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corrubedo;42.57396062,-9.07108953,0.000001;ESCR2;ES;{27.9.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cortina D'Ampezzo;;ITCDF;IT;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Corvo Island Apt;39.66666667,-31.1,0.000001;PTCVU;PT;{27.10.a.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cosenza;;ITQCS;IT;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cosqueville;49.695019,-1.402391,0.000001;FRCQV;FR - 50;{27.7.d}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Costa Da Caparica;38.63333333,-9.216666667,0.000001;PTCAP;PT;{27.9.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Costacciaro;43.35,12.7,0.000001;IT9C9;IT;{37.2.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cothen;;NLCOT;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cottbus;51.76666667,14.33333333,0.000001;DECOT;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Coudeville;48.881862,-1.528327,0.000001;FRCOI;FR - 50;{27.7.e}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Courbépine;49.127002,0.561509,0.000001;FRBP2;FR - 27;{27.7.d}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Courchevel;45.4328831,6.6213973,0.000001;FRCVF;FR - 73;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Courseulles-Sur-Mer;49.3334059,-0.457365,0.000001;FRCM8;FR - 14;{27.7.d}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Courtmacsherry;51.63576782,-8.709094307,0.000001;IECMY;IE;{27.7.g}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Courtown;52.64149482,-6.219182117,0.000001;IECOU;IE;{27.7.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Coussoul/Fos-Sur-Mer;43.437882,4.945711,0.000001;FRCOU;FR - 13;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Couëron;47.210999,-1.72885,0.000001;FRCUN;FR - 44;{27.8.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Covilhã;40.28333333,-7.5,0.000001;PTCOV;PT;{27.9.a}
WPI;Cowes Harbour;50.766667,-1.300000,0.000001;GBCOW;United Kingdom - England South Coast -- 35220;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Crach;47.616486,-3.000283,0.000001;FRCQX;FR - 56;{27.8.a}
WPI;Craignure;56.466667,-5.700000,0.000001;GBCNU;United Kingdom - Scotland West Coast -- 32790;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Crailsheim;;DECRH;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Craiova;;ROCRA;RO;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cranford Pier;55.148847,-7.695959,0.000001;IECFD;IE;{27.6.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Creevy;54.53,-8.255,0.000001;IECRE;IE;{27.7.b}},{{27.6.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Creil;49.2576872,2.4783913,0.000001;FRCRL;FR - 60;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cres;44.95,14.4,0.000001;HRCRS;HR;{37.2.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Creutzwald;49.204987,6.6962469,0.000001;FRCRD;FR - 57;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Crikvenica;45.1833333333333,14.7,0.000001;HRCRA;HR;{37.2.1}
WPI;Crinan (Canal);56.083333,-5.566667,0.000001;GBCNC;United Kingdom - Scotland West Coast -- 32790;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Croatia - Unknown;;HR999;HR;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cromane;52.11295857,-9.928119089,0.000001;IECRM;IE;{27.7.j.2}
WPI;Cromarty;57.683333,-4.033333,0.000001;GBCRN;United Kingdom - Scotland East Coast -- 31870;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cronenbourg;48.599303,7.7112925,0.000001;FRCRO;FR - 67;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Crookhaven;;IECRO;IE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Crosshaven;51.803838,-8.297424,0.000001;IECHN;IE;{27.7.g}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Crotone;39.078000,17.136000,0.000001;ITCRV;Italy - Italy East Coast -- 40390;{37.2.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Crotta D'Adda;45.15,9.85,0.000001;ITCD6;IT;{37.2.1}},{{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cruquius;;NLCRU;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Crépy-En-Valois;49.2361549,2.890059,0.000001;FRCEV;FR - 60;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cuan Pier;52.115257,-10.364688,0.000001;IECUA;IE;{27.7.j.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cudillero;43.56835237,-6.15047823,0.000001;ESCLO;ES;{27.8.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cuijk;51.73333333,5.883333333,0.000001;NLCUY;NL;{27.4.c}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Culemborg;;NLCUB;NL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cullera;39.16291252,-0.25392342,0.000001;ESERA;ES;{37.1.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Culoz;45.8476209,5.781229,0.000001;FRCUZ;FR - 01;{37.1.2}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cupra Marittima;43.016667,13.85,0.000001;ITCPM;IT;{37.2.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Curaçao;12.16666667,-69.0,0.000001;CWCUR;CW;{31}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Curino;45.5833333333333,8.21666666666667,0.000001;IT3CU;IT;{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Curracloe;52.381365,-6.383789117,0.000001;IECUR;IE;{27.7.a}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Curtici;;ROCUT;RO;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cusano Mutri;41.33333333,14.5,0.000001;ITIT9;IT;{37.2.1}},{{37.1.3}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db,WPI;Cuxhaven;53.866667,8.716667,0.000001;DECUX;Germany - Germany -- 30650;{27.4.b}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cyprus - Unknown;;CY999;CY;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Czestochowa;;PLCZW;PL;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Cínovec;50.73333333,13.76666667,0.000001;CZCCA;CZ;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Dachau;;DEDAC;DE;
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Dafni;24.217,40.217,0.000001;GRDAF;GR;{51.1}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Daftö-Valö;58.915333,11.168667,0.000001;SEDAV;SE;{27.3.a.20}
https://www.data.gouv.fr/api/1/datasets/r/60fe965d-5888-493b-9321-24bc3b1f84db;Dagebüll;54.73166667,8.691666667,0.000001;DEDAG;DE;{27.4.b}
