PUERTO BASE;AÑO;NUM_BARCOS
La Puebla del Caramiñal;2007;150
La Puebla del Caramiñal;2008;126
La Puebla del Caramiñal;2009;124
La Puebla del Caramiñal;2010;120
La Puebla del Caramiñal;2011;121
La Puebla del Caramiñal;2012;116
La Puebla del Caramiñal;2013;109
La Puebla del Caramiñal;2014;106
La Puebla del Caramiñal;2015;100
La Puebla del Caramiñal;2016;96
La Puebla del Caramiñal;2017;94
La Puebla del Caramiñal;2018;86
La Puebla del Caramiñal;2019;83
La Puebla del Caramiñal;2020;82
La Puebla del Caramiñal;2021;79
La Puebla del Caramiñal;2022;79
La Puebla del Caramiñal;2023;77
La Puebla del Caramiñal;2024;76
La Puebla del Caramiñal;2025;72
La Restinga;2006;47
La Restinga;2007;48
La Restinga;2008;41
La Restinga;2009;42
La Restinga;2010;41
La Restinga;2011;38
La Restinga;2012;32
La Restinga;2013;33
La Restinga;2014;30
La Restinga;2015;32
La Restinga;2016;33
La Restinga;2017;34
La Restinga;2018;33
La Restinga;2019;32
La Restinga;2020;33
La Restinga;2021;33
La Restinga;2022;33
La Restinga;2023;33
La Restinga;2024;30
La Restinga;2025;31
Lage;2006;56
Lage;2007;57
Lage;2008;55
Lage;2009;50
Lage;2010;47
Lage;2011;46
Lage;2012;42
Lage;2013;41
Lage;2014;40
Lage;2015;41
Lage;2016;44
Lage;2017;42
Lage;2018;39
Lage;2019;39
Lage;2020;38
Lage;2021;40
Lage;2022;40
Lage;2023;39
Lage;2024;39
Lage;2025;40
Laredo;2006;25
Laredo;2007;23
Laredo;2008;23
Laredo;2009;23
Laredo;2010;22
Laredo;2011;19
Laredo;2012;19
Laredo;2013;20
Laredo;2014;20
Laredo;2015;20
Laredo;2016;20
Laredo;2017;19
Laredo;2018;19
Laredo;2019;16
Laredo;2020;15
Laredo;2021;16
Laredo;2022;15
Laredo;2023;14
Laredo;2024;14
Laredo;2025;14
Las Galletas;2006;18
Las Galletas;2007;20
Las Galletas;2008;20
Las Galletas;2009;20
Las Galletas;2010;21
Las Galletas;2011;19
Las Galletas;2012;18
Las Galletas;2013;18
Las Galletas;2014;18
Las Galletas;2015;17
Las Galletas;2016;18
Las Galletas;2017;21
Las Galletas;2018;19
Las Galletas;2019;16
Las Galletas;2020;17
Las Galletas;2021;16
Las Galletas;2022;16
Las Galletas;2023;16
Las Galletas;2024;16
Las Galletas;2025;15
Las Palmas - Puerto de la Luz;2006;153
Las Palmas - Puerto de la Luz;2007;146
Las Palmas - Puerto de la Luz;2008;115
Las Palmas - Puerto de la Luz;2009;100
Las Palmas - Puerto de la Luz;2010;94
Las Palmas - Puerto de la Luz;2011;89
Las Palmas - Puerto de la Luz;2012;78
Las Palmas - Puerto de la Luz;2013;71
Las Palmas - Puerto de la Luz;2014;72
Las Palmas - Puerto de la Luz;2015;67
Las Palmas - Puerto de la Luz;2016;61
Las Palmas - Puerto de la Luz;2017;58
Las Palmas - Puerto de la Luz;2018;53
Las Palmas - Puerto de la Luz;2019;51
Las Palmas - Puerto de la Luz;2020;50
Las Palmas - Puerto de la Luz;2021;47
Las Palmas - Puerto de la Luz;2022;45
Las Palmas - Puerto de la Luz;2023;44
Las Palmas - Puerto de la Luz;2024;42
Las Palmas - Puerto de la Luz;2025;38
Lastres;2006;22
Lastres;2007;21
Lastres;2008;19
Lastres;2009;16
Lastres;2010;14
Lastres;2011;15
Lastres;2012;16
Lastres;2013;14
Lastres;2014;16
Lastres;2015;18
Lastres;2016;17
Lastres;2017;16
Lastres;2018;19
Lastres;2019;21
Lastres;2020;21
Lastres;2021;20
Lastres;2022;21
Lastres;2023;18
Lastres;2024;15
Lastres;2025;13
Lepe;2006;82
Lepe;2007;80
Lepe;2008;76
Lepe;2009;79
Lepe;2010;86
Lepe;2011;88
Lepe;2012;85
Lepe;2013;83
Lepe;2014;80
Lepe;2015;76
Lepe;2016;72
Lepe;2017;67
Lepe;2018;67
Lepe;2019;65
Lepe;2020;65
Lepe;2021;64
Lepe;2022;64
Lepe;2023;62
Lepe;2024;62
Lepe;2025;59
Lequeitio;2006;16
Lequeitio;2007;16
Lequeitio;2008;12
Lequeitio;2009;12
Lequeitio;2010;11
Lequeitio;2011;12
Lequeitio;2012;12
Lequeitio;2013;10
Lequeitio;2014;10
Lequeitio;2015;9
Lequeitio;2016;9
Lequeitio;2017;9
Lequeitio;2018;10
Lequeitio;2019;9
Lequeitio;2020;8
Lequeitio;2021;8
Lequeitio;2022;7
Lequeitio;2023;7
Lequeitio;2024;6
Lequeitio;2025;6
Lira-Carnota;2006;34
Lira-Carnota;2007;31
Lira-Carnota;2008;33
Lira-Carnota;2009;32
Lira-Carnota;2010;31
Lira-Carnota;2011;29
Lira-Carnota;2012;27
Lira-Carnota;2013;29
Lira-Carnota;2014;28
Lira-Carnota;2015;27
Lira-Carnota;2016;27
Lira-Carnota;2017;25
Lira-Carnota;2018;24
Lira-Carnota;2019;24
Lira-Carnota;2020;24
Lira-Carnota;2021;25
Lira-Carnota;2022;25
Lira-Carnota;2023;28
Lira-Carnota;2024;28
Lira-Carnota;2025;28
Llanes;2006;10
Llanes;2007;11
Llanes;2008;11
Llanes;2009;11
Llanes;2010;9
Llanes;2011;9
Llanes;2012;9
Llanes;2013;7
Llanes;2014;6
Llanes;2015;7
Llanes;2016;7
Llanes;2017;8
Llanes;2018;8
Llanes;2019;9
Llanes;2020;9
Llanes;2021;8
Llanes;2022;9
Llanes;2023;10
Llanes;2024;10
Llanes;2025;10
Llansa;2006;31
Llansa;2007;32
Llansa;2008;27
Llansa;2009;26
Llansa;2010;27
Llansa;2011;25
Llansa;2012;24
Llansa;2013;24
Llansa;2014;23
Llansa;2015;20
Llansa;2016;20
Llansa;2017;20
Llansa;2018;18
Llansa;2019;16
Llansa;2020;17
Llansa;2021;16
Llansa;2022;15
Llansa;2023;14
Llansa;2024;14
Llansa;2025;13
Lloret de Mar;2006;9
Lloret de Mar;2007;9
Lloret de Mar;2008;7
Lloret de Mar;2009;6
Lloret de Mar;2010;6
Lloret de Mar;2011;5
Lloret de Mar;2012;5
Lloret de Mar;2013;4
Lloret de Mar;2014;4
Lloret de Mar;2015;4
Lloret de Mar;2016;4
Lloret de Mar;2017;3
Lloret de Mar;2018;3
Lloret de Mar;2019;3
Lloret de Mar;2020;4
Lloret de Mar;2021;4
Lloret de Mar;2022;3
Lloret de Mar;2023;3
Lloret de Mar;2024;3
Lloret de Mar;2025;3
Lorbe;2006;17
Lorbe;2007;16
Lorbe;2008;15
Lorbe;2009;16
Lorbe;2010;16
Lorbe;2011;14
Lorbe;2012;14
Lorbe;2013;13
Lorbe;2014;13
Lorbe;2015;12
Lorbe;2016;12
Lorbe;2017;12
Lorbe;2018;14
Lorbe;2019;14
Lorbe;2020;14
Lorbe;2021;14
Lorbe;2022;13
Lorbe;2023;11
Lorbe;2024;11
Lorbe;2025;10
Los Abrigos;2010;4
Los Abrigos;2011;5
Los Abrigos;2012;7
Los Abrigos;2013;7
Los Abrigos;2014;7
Los Abrigos;2015;7
Los Abrigos;2016;10
Los Abrigos;2017;10
Los Abrigos;2018;11
Los Abrigos;2019;11
Los Abrigos;2020;10
Los Abrigos;2021;10
Los Abrigos;2022;9
Los Abrigos;2023;9
Los Abrigos;2024;7
Los Abrigos;2025;6
Los Cristianos;2006;49
Los Cristianos;2007;48
Los Cristianos;2008;43
Los Cristianos;2009;35
Los Cristianos;2010;33
Los Cristianos;2011;32
Los Cristianos;2012;31
Los Cristianos;2013;28
Los Cristianos;2014;29
Los Cristianos;2015;26
Los Cristianos;2016;26
Los Cristianos;2017;26
Los Cristianos;2018;25
Los Cristianos;2019;25
Los Cristianos;2020;25
Los Cristianos;2021;24
Los Cristianos;2022;25
Los Cristianos;2023;24
Los Cristianos;2024;23
Los Cristianos;2025;22
Luanco;2006;28
Luanco;2007;27
Luanco;2008;25
Luanco;2009;24
Luanco;2010;23
Luanco;2011;25
Luanco;2012;25
Luanco;2013;24
Luanco;2014;25
Luanco;2015;24
Luanco;2016;21
Luanco;2017;21
Luanco;2018;20
Luanco;2019;20
Luanco;2020;21
Luanco;2021;20
Luanco;2022;22
Luanco;2023;24
Luanco;2024;23
Luanco;2025;25
Luarca;2006;40
Luarca;2007;40
Luarca;2008;43
Luarca;2009;41
Luarca;2010;39
Luarca;2011;38
Luarca;2012;36
Luarca;2013;35
Luarca;2014;32
Luarca;2015;29
Luarca;2016;29
Luarca;2017;26
Luarca;2018;25
Luarca;2019;24
Luarca;2020;23
Luarca;2021;25
Luarca;2022;25
Luarca;2023;26
Luarca;2024;27
Luarca;2025;27
Mahón;2006;52
Mahón;2007;51
Mahón;2008;51
Mahón;2009;52
Mahón;2010;51
Mahón;2011;52
Mahón;2012;44
Mahón;2013;46
Mahón;2014;38
Mahón;2015;36
Mahón;2016;34
Mahón;2017;32
Mahón;2018;28
Mahón;2019;28
Mahón;2020;26
Mahón;2021;22
Mahón;2022;21
Mahón;2023;20
Mahón;2024;20
Mahón;2025;18
Malgrat;2006;2
Malgrat;2007;2
Malgrat;2008;1
Malgrat;2009;1
Malgrat;2010;1
Malgrat;2011;1
Malgrat;2012;1
Malgrat;2013;1
Malgrat;2014;1
Malgrat;2015;1
Malgrat;2016;1
Malgrat;2017;1
Malgrat;2018;1
Malgrat;2019;1
Malpica de Bergantiños;2006;83
Malpica de Bergantiños;2007;80
Malpica de Bergantiños;2008;72
Malpica de Bergantiños;2009;71
Malpica de Bergantiños;2010;68
Malpica de Bergantiños;2011;67
Malpica de Bergantiños;2012;63
Malpica de Bergantiños;2013;67
Malpica de Bergantiños;2014;67
Malpica de Bergantiños;2015;65
Malpica de Bergantiños;2016;64
Malpica de Bergantiños;2017;61
Malpica de Bergantiños;2018;60
Malpica de Bergantiños;2019;61
Malpica de Bergantiños;2020;58
Malpica de Bergantiños;2021;57
Malpica de Bergantiños;2022;56
Malpica de Bergantiños;2023;54
Malpica de Bergantiños;2024;51
Malpica de Bergantiños;2025;48
Marbella;2006;50
Marbella;2007;49
Marbella;2008;45
Marbella;2009;44
Marbella;2010;41
Marbella;2011;42
Marbella;2012;43
Marbella;2013;41
Marbella;2014;42
Marbella;2015;44
Marbella;2016;41
Marbella;2017;39
Marbella;2018;39
Marbella;2019;40
Marbella;2020;42
Marbella;2021;42
Marbella;2022;44
Marbella;2023;46
Marbella;2024;46
Marbella;2025;50
Marin;2006;93
Marin;2007;85
Marin;2008;78
Marin;2009;77
Marin;2010;70
Marin;2011;57
Marin;2012;56
Marin;2013;53
Marin;2014;46
Marin;2015;50
Marin;2016;48
Marin;2017;47
Marin;2018;45
Marin;2019;42
Marin;2020;41
Marin;2021;41
Marin;2022;40
Marin;2023;37
Marin;2024;38
Marin;2025;38
Mataró;2006;28
Mataró;2007;26
Mataró;2008;24
Mataró;2009;22
Mataró;2010;24
Mataró;2011;20
Mataró;2012;12
Mataró;2013;10
Mataró;2014;9
Mataró;2015;8
Mataró;2016;8
Mataró;2017;8
Mataró;2018;7
Mataró;2019;7
Mataró;2020;7
Mataró;2021;7
Mataró;2022;8
Mataró;2023;7
Mataró;2024;6
Mataró;2025;7
Mazarron;2006;55
Mazarron;2007;55
Mazarron;2008;43
Mazarron;2009;44
Mazarron;2010;42
Mazarron;2011;42
Mazarron;2012;42
Mazarron;2013;38
Mazarron;2014;35
Mazarron;2015;35
Mazarron;2016;33
Mazarron;2017;33
Mazarron;2018;33
Mazarron;2019;33
Mazarron;2020;34
Mazarron;2021;33
Mazarron;2022;34
Mazarron;2023;34
Mazarron;2024;31
Mazarron;2025;31
Meira;2006;4
Meira;2007;4
Meira;2008;4
Meira;2009;4
Meira;2010;3
Meira;2011;3
Meira;2012;3
Meira;2013;2
Meira;2014;2
Meira;2015;2
Meira;2016;2
Meira;2017;3
Meira;2018;2
Meira;2019;2
Meira;2020;2
Meira;2021;2
Meira;2022;2
Meira;2023;2
Meira;2024;3
Meira;2025;4
Melilla;2006;14
Melilla;2007;11
Melilla;2008;3
Melilla;2009;1
Mera-Oleiros;2006;8
Mera-Oleiros;2007;8
Mera-Oleiros;2008;9
Mera-Oleiros;2009;9
Mera-Oleiros;2010;9
Mera-Oleiros;2011;8
Mera-Oleiros;2012;6
Mera-Oleiros;2013;8
Mera-Oleiros;2014;6
Mera-Oleiros;2015;7
Mera-Oleiros;2016;7
Mera-Oleiros;2017;6
Mera-Oleiros;2018;4
Mera-Oleiros;2019;4
Mera-Oleiros;2020;4
Mera-Oleiros;2021;4
Mera-Oleiros;2022;4
Mera-Oleiros;2023;3
Mera-Oleiros;2024;3
Mera-Oleiros;2025;3
Miño;2006;14
Miño;2007;13
Miño;2008;14
Miño;2009;13
Miño;2010;12
Miño;2011;12
Miño;2012;6
Miño;2013;6
Miño;2014;6
Miño;2015;6
Miño;2016;6
Miño;2017;7
Miño;2018;6
Miño;2019;5
Miño;2020;5
Miño;2021;6
Miño;2022;7
Miño;2023;7
Miño;2024;7
Miño;2025;7
Moaña;2006;153
Moaña;2007;151
Moaña;2008;139
Moaña;2009;136
Moaña;2010;132
Moaña;2011;129
Moaña;2012;121
Moaña;2013;116
Moaña;2014;114
Moaña;2015;113
Moaña;2016;110
Moaña;2017;107
Moaña;2018;106
Moaña;2019;104
Moaña;2020;100
Moaña;2021;97
Moaña;2022;92
Moaña;2023;88
Moaña;2024;83
Moaña;2025;80
Mogán;2006;24
Mogán;2007;24
Mogán;2008;22
Mogán;2009;21
Mogán;2010;20
Mogán;2011;20
Mogán;2012;20
Mogán;2013;20
Mogán;2014;20
Mogán;2015;18
Mogán;2016;17
Mogán;2017;16
Mogán;2018;16
Mogán;2019;17
Mogán;2020;16
Mogán;2021;16
Mogán;2022;15
Mogán;2023;16
Mogán;2024;17
Mogán;2025;16
Montgat;2006;45
Montgat;2007;44
Montgat;2008;39
Montgat;2009;39
Montgat;2010;33
Montgat;2011;30
Montgat;2012;25
Montgat;2013;21
Montgat;2014;20
Montgat;2015;13
Montgat;2016;3
Montgat;2017;1
Montgat;2018;1
Montgat;2019;1
Moraira;2006;10
Moraira;2007;10
Moraira;2008;10
Moraira;2009;10
Moraira;2010;10
Moraira;2011;8
Moraira;2012;5
Moraira;2013;5
Moraira;2014;6
Moraira;2015;6
Moraira;2016;4
Moraira;2017;3
Moraira;2018;3
Moraira;2019;3
Moraira;2020;3
Moraira;2021;3
Moraira;2022;3
Moraira;2023;3
Moraira;2024;3
Moraira;2025;3
Morro Jable;2006;14
Morro Jable;2007;15
Morro Jable;2008;27
Morro Jable;2009;30
Morro Jable;2010;30
Morro Jable;2011;29
Morro Jable;2012;25
Morro Jable;2013;25
Morro Jable;2014;25
Morro Jable;2015;22
Morro Jable;2016;21
Morro Jable;2017;21
Morro Jable;2018;18
Morro Jable;2019;15
Morro Jable;2020;14
Morro Jable;2021;15
Morro Jable;2022;15
Morro Jable;2023;16
Morro Jable;2024;14
Morro Jable;2025;17
Motrico;2006;3
Motrico;2007;3
Motrico;2008;3
Motrico;2009;3
Motrico;2010;3
Motrico;2011;3
Motrico;2012;2
Motrico;2013;2
Motrico;2014;3
Motrico;2015;2
Motrico;2016;3
Motrico;2017;3
Motrico;2018;3
Motrico;2019;2
Motrico;2020;2
Motrico;2021;2
Motrico;2022;2
Motrico;2023;2
Motrico;2024;2
Motrico;2025;1
Motril;2006;55
Motril;2007;53
Motril;2008;47
Motril;2009;38
Motril;2010;38
Motril;2011;33
Motril;2012;34
Motril;2013;34
Motril;2014;29
Motril;2015;30
Motril;2016;32
Motril;2017;39
Motril;2018;34
Motril;2019;33
Motril;2020;31
Motril;2021;30
Motril;2022;32
Motril;2023;31
Motril;2024;31
Motril;2025;31
Mugardos;2006;11
Mugardos;2007;9
Mugardos;2008;8
Mugardos;2009;8
Mugardos;2010;9
Mugardos;2011;8
Mugardos;2012;8
Mugardos;2013;8
Mugardos;2014;7
Mugardos;2015;9
Mugardos;2016;9
Mugardos;2017;8
Mugardos;2018;7
Mugardos;2019;7
Mugardos;2020;7
Mugardos;2021;8
Mugardos;2022;7
Mugardos;2023;7
Mugardos;2024;7
Mugardos;2025;7
Mugia;2006;60
Mugia;2007;57
Mugia;2008;43
Mugia;2009;42
Mugia;2010;40
Mugia;2011;40
Mugia;2012;34
Mugia;2013;33
Mugia;2014;30
Mugia;2015;30
Mugia;2016;32
Mugia;2017;31
Mugia;2018;31
Mugia;2019;33
Mugia;2020;35
Mugia;2021;34
Mugia;2022;34
Mugia;2023;32
Mugia;2024;33
Mugia;2025;31
Mundaca;2006;1
Mundaca;2007;1
Mundaca;2008;1
Mundaca;2009;1
Mundaca;2010;2
Mundaca;2011;2
Mundaca;2012;2
Mundaca;2013;4
Mundaca;2014;3
Mundaca;2015;3
Mundaca;2016;2
Mundaca;2017;2
Mundaca;2018;1
Mundaca;2019;1
Muros;2006;97
Muros;2007;89
Muros;2008;87
Muros;2009;86
Muros;2010;86
Muros;2011;85
Muros;2012;83
Muros;2013;78
Muros;2014;77
Muros;2015;74
Muros;2016;74
Muros;2017;73
Muros;2018;75
Muros;2019;73
Muros;2020;69
Muros;2021;64
Muros;2022;60
Muros;2023;60
Muros;2024;58
Muros;2025;57
Málaga;2006;87
Málaga;2007;80
Málaga;2008;60
Málaga;2009;56
Málaga;2010;42
Málaga;2011;38
Málaga;2012;30
Málaga;2013;30
Málaga;2014;29
Málaga;2015;29
Málaga;2016;29
Málaga;2017;29
Málaga;2018;28
Málaga;2019;26
Málaga;2020;24
Málaga;2021;24
Málaga;2022;22
Málaga;2023;20
Málaga;2024;21
Málaga;2025;18
Niembro;2006;1
Niembro;2007;1
Niembro;2008;1
Noia;2006;560
Noia;2007;548
Noia;2008;434
Noia;2009;432
Noia;2010;431
Noia;2011;431
Noia;2012;431
Noia;2013;440
Noia;2014;447
Noia;2015;447
Noia;2016;446
Noia;2017;450
Noia;2018;456
Noia;2019;459
Noia;2020;460
Noia;2021;457
Noia;2022;463
Noia;2023;463
Noia;2024;458
Noia;2025;462
O Freixo;2023;2
O Freixo;2024;2
O Freixo;2025;3
Ondarroa;2006;42
Ondarroa;2007;40
Ondarroa;2008;36
Ondarroa;2009;34
Ondarroa;2010;32
Ondarroa;2011;30
Ondarroa;2012;26
Ondarroa;2013;24
Ondarroa;2014;24
Ondarroa;2015;24
Ondarroa;2016;24
Ondarroa;2017;26
Ondarroa;2018;25
Ondarroa;2019;25
Ondarroa;2020;25
Ondarroa;2021;25
Ondarroa;2022;23
Ondarroa;2023;25
Ondarroa;2024;24
Ondarroa;2025;22
Orio;2006;11
Orio;2007;11
Orio;2008;8
Orio;2009;8
Orio;2010;7
Orio;2011;7
Orio;2012;7
Orio;2013;6
Orio;2014;6
Orio;2015;6
Orio;2016;6
Orio;2017;6
Orio;2018;6
Orio;2019;5
Orio;2020;4
Orio;2021;4
Orio;2022;5
Orio;2023;5
Orio;2024;3
Orio;2025;5
Ortiguera;2006;5
Ortiguera;2007;4
Ortiguera;2008;4
Ortiguera;2009;3
Ortiguera;2010;4
Ortiguera;2011;4
Ortiguera;2012;4
Ortiguera;2013;4
Ortiguera;2014;4
Ortiguera;2015;4
Ortiguera;2016;4
Ortiguera;2017;5
Ortiguera;2018;4
Ortiguera;2019;4
Ortiguera;2020;4
Ortiguera;2021;4
Ortiguera;2022;5
Ortiguera;2023;5
Ortiguera;2024;4
Ortiguera;2025;4
Orzola;2011;1
Orzola;2012;2
Orzola;2013;2
Orzola;2014;2
Orzola;2015;2
Orzola;2016;2
Orzola;2017;2
Orzola;2018;2
Orzola;2019;3
Orzola;2020;3
Orzola;2021;3
Orzola;2022;3
Orzola;2023;3
Orzola;2024;17
Orzola;2025;19
Oviñana;2006;12
Oviñana;2007;13
Oviñana;2008;10
Oviñana;2009;10
Oviñana;2010;9
Oviñana;2011;8
Oviñana;2012;10
Oviñana;2013;10
Oviñana;2014;10
Oviñana;2015;10
Oviñana;2016;9
Oviñana;2017;9
Oviñana;2018;9
Oviñana;2019;10
Oviñana;2020;9
Oviñana;2021;7
Oviñana;2022;7
Oviñana;2023;6
Oviñana;2024;6
Oviñana;2025;7
Palamós;2006;95
Palamós;2007;91
Palamós;2008;78
Palamós;2009;77
Palamós;2010;72
Palamós;2011;69
Palamós;2012;65
Palamós;2013;64
Palamós;2014;56
Palamós;2015;54
Palamós;2016;52
Palamós;2017;52
Palamós;2018;51
Palamós;2019;50
Palamós;2020;50
Palamós;2021;48
Palamós;2022;46
Palamós;2023;49
Palamós;2024;45
Palamós;2025;42
Palma de Mallorca;2006;55
Palma de Mallorca;2007;55
Palma de Mallorca;2008;46
Palma de Mallorca;2009;47
Palma de Mallorca;2010;44
Palma de Mallorca;2011;40
Palma de Mallorca;2012;41
Palma de Mallorca;2013;38
Palma de Mallorca;2014;38
Palma de Mallorca;2015;37
Palma de Mallorca;2016;37
Palma de Mallorca;2017;35
Palma de Mallorca;2018;33
Palma de Mallorca;2019;30
Palma de Mallorca;2020;30
Palma de Mallorca;2021;27
Palma de Mallorca;2022;24
Palma de Mallorca;2023;23
Palma de Mallorca;2024;23
Palma de Mallorca;2025;25
Palmeira;2006;27
Palmeira;2007;26
Palmeira;2008;24
Palmeira;2009;23
Palmeira;2010;23
Palmeira;2011;18
Palmeira;2012;19
Palmeira;2013;17
Palmeira;2014;17
Palmeira;2015;16
Palmeira;2016;17
Palmeira;2017;17
Palmeira;2018;17
Palmeira;2019;15
Palmeira;2020;15
Palmeira;2021;15
Palmeira;2022;15
Palmeira;2023;16
Palmeira;2024;16
Palmeira;2025;16
Palos De La Frontera;2006;5
Palos De La Frontera;2007;5
Palos De La Frontera;2008;5
Palos De La Frontera;2009;4
Palos De La Frontera;2010;4
Palos De La Frontera;2011;4
Palos De La Frontera;2012;4
Palos De La Frontera;2013;3
Palos De La Frontera;2014;3
Palos De La Frontera;2015;3
Palos De La Frontera;2016;4
Palos De La Frontera;2017;4
Palos De La Frontera;2018;4
Palos De La Frontera;2019;5
Palos De La Frontera;2020;4
Palos De La Frontera;2021;4
Palos De La Frontera;2022;3
Palos De La Frontera;2023;3
Palos De La Frontera;2024;3
Palos De La Frontera;2025;3
Panjón;2006;9
Panjón;2007;9
Panjón;2008;10
Panjón;2009;10
Panjón;2010;9
Panjón;2011;8
Panjón;2012;8
Panjón;2013;8
Panjón;2014;8
Panjón;2015;9
Panjón;2016;8
Panjón;2017;6
Panjón;2018;6
Panjón;2019;6
Panjón;2020;6
Panjón;2021;6
Panjón;2022;5
Panjón;2023;5
Panjón;2024;5
Panjón;2025;4
Pasajes;2006;23
Pasajes;2007;24
Pasajes;2008;23
Pasajes;2009;23
Pasajes;2010;24
Pasajes;2011;22
Pasajes;2012;21
Pasajes;2013;20
Pasajes;2014;19
Pasajes;2015;18
Pasajes;2016;20
Pasajes;2017;20
Pasajes;2018;19
Pasajes;2019;18
Pasajes;2020;20
Pasajes;2021;20
Pasajes;2022;20
Pasajes;2023;18
Pasajes;2024;20
Pasajes;2025;16
Peñíscola;2006;50
Peñíscola;2007;49
Peñíscola;2008;47
Peñíscola;2009;48
Peñíscola;2010;48
Peñíscola;2011;45
Peñíscola;2012;45
Peñíscola;2013;44
Peñíscola;2014;45
Peñíscola;2015;44
Peñíscola;2016;43
Peñíscola;2017;41
Peñíscola;2018;38
Peñíscola;2019;41
Peñíscola;2020;39
Peñíscola;2021;37
Peñíscola;2022;33
Peñíscola;2023;32
Peñíscola;2024;31
Peñíscola;2025;30
Pineda;2006;2
Pineda;2007;2
Pineda;2008;1
Pineda;2009;1
Pineda;2010;1
Pineda;2011;1
Pineda;2012;1
Pineda;2013;1
Pineda;2014;1
Pineda;2015;1
Pineda;2016;1
Pineda;2017;1
Pineda;2018;1
Pineda;2019;1
Playa Blanca;2006;3
Playa Blanca;2007;8
Playa Blanca;2008;9
Playa Blanca;2009;14
Playa Blanca;2010;14
Playa Blanca;2011;15
Playa Blanca;2012;15
Playa Blanca;2013;14
Playa Blanca;2014;16
Playa Blanca;2015;15
Playa Blanca;2016;15
Playa Blanca;2017;16
Playa Blanca;2018;16
Playa Blanca;2019;17
Playa Blanca;2020;17
Playa Blanca;2021;18
Playa Blanca;2022;18
Playa Blanca;2023;18
Playa Blanca;2024;19
Playa Blanca;2025;18
Playa San Juan - Guia Isora;2006;24
Playa San Juan - Guia Isora;2007;23
Playa San Juan - Guia Isora;2008;18
Playa San Juan - Guia Isora;2009;22
Playa San Juan - Guia Isora;2010;19
Playa San Juan - Guia Isora;2011;21
Playa San Juan - Guia Isora;2012;29
Playa San Juan - Guia Isora;2013;31
Playa San Juan - Guia Isora;2014;29
Playa San Juan - Guia Isora;2015;26
Playa San Juan - Guia Isora;2016;24
Playa San Juan - Guia Isora;2017;27
Playa San Juan - Guia Isora;2018;26
Playa San Juan - Guia Isora;2019;28
Playa San Juan - Guia Isora;2020;26
Playa San Juan - Guia Isora;2021;28
Playa San Juan - Guia Isora;2022;30
Playa San Juan - Guia Isora;2023;30
Playa San Juan - Guia Isora;2024;25
Playa San Juan - Guia Isora;2025;23
Playa San Marcos;2006;30
Playa San Marcos;2007;27
Playa San Marcos;2008;25
Playa San Marcos;2009;25
Playa San Marcos;2010;23
Playa San Marcos;2011;24
Playa San Marcos;2012;21
Playa San Marcos;2013;21
Playa San Marcos;2014;22
Playa San Marcos;2015;21
Playa San Marcos;2016;22
Playa San Marcos;2017;19
Playa San Marcos;2018;18
Playa San Marcos;2019;15
Playa San Marcos;2020;14
Playa San Marcos;2021;8
Playa San Marcos;2022;7
Playa San Marcos;2023;7
Playa San Marcos;2024;5
Playa San Marcos;2025;5
Playa de Santiago;2009;10
Playa de Santiago;2010;10
Playa de Santiago;2011;7
Playa de Santiago;2012;7
Playa de Santiago;2013;5
Playa de Santiago;2014;5
Playa de Santiago;2015;5
Playa de Santiago;2016;4
Playa de Santiago;2017;3
Playa de Santiago;2018;3
Playa de Santiago;2019;4
Playa de Santiago;2020;5
Playa de Santiago;2021;5
Playa de Santiago;2022;5
Playa de Santiago;2023;5
Playa de Santiago;2024;6
Playa de Santiago;2025;7
Plencia;2006;10
Plencia;2007;11
Plencia;2008;10
Plencia;2009;9
Plencia;2010;9
Plencia;2011;8
Plencia;2012;7
Plencia;2013;6
Plencia;2014;5
Plencia;2015;4
Plencia;2016;4
Plencia;2017;4
Plencia;2018;3
Plencia;2019;2
Plencia;2020;2
Plencia;2021;3
Plencia;2022;3
Plencia;2023;4
Plencia;2024;6
Plencia;2025;5
Pollensa;2006;19
Pollensa;2007;20
Pollensa;2008;21
Pollensa;2009;20
Pollensa;2010;17
Pollensa;2011;17
Pollensa;2012;17
Pollensa;2013;16
Pollensa;2014;15
Pollensa;2015;16
Pollensa;2016;15
Pollensa;2017;13
Pollensa;2018;11
Pollensa;2019;12
Pollensa;2020;11
Pollensa;2021;13
Pollensa;2022;13
Pollensa;2023;14
Pollensa;2024;14
Pollensa;2025;13
Pontecesures;2010;1
Pontecesures;2011;1
Pontecesures;2012;1
Pontecesures;2013;1
Pontecesures;2014;1
Pontecesures;2015;1
Pontecesures;2016;1
Pontecesures;2017;1
Pontecesures;2018;1
Pontecesures;2019;1
Pontecesures;2020;1
Pontecesures;2021;1
Pontecesures;2022;1
Pontecesures;2023;1
Pontecesures;2024;1
Pontecesures;2025;1
Pontevedra;2006;49
Pontevedra;2007;49
Pontevedra;2008;30
Pontevedra;2009;28
Pontevedra;2010;27
Pontevedra;2011;22
Pontevedra;2012;19
Pontevedra;2013;17
Pontevedra;2014;14
Pontevedra;2015;13
Pontevedra;2016;8
Pontevedra;2017;3
Pontevedra;2018;2
Pontevedra;2019;2
Pontevedra;2020;2
Pontevedra;2021;1
Pontevedra;2022;1
Pontevedra;2023;1
Pontevedra;2024;1
Pontevedra;2025;1
Port de la Selva;2006;34
Port de la Selva;2007;31
