PUERTO BASE;AÑO;NUM_BARCOS
Castillo del Romeral;2015;19
Castillo del Romeral;2016;20
Castillo del Romeral;2017;19
Castillo del Romeral;2018;18
Castillo del Romeral;2019;19
Castillo del Romeral;2020;19
Castillo del Romeral;2021;19
Castillo del Romeral;2022;18
Castillo del Romeral;2023;19
Castillo del Romeral;2024;15
Castillo del Romeral;2025;16
Castro Urdiales;2006;21
Castro Urdiales;2007;21
Castro Urdiales;2008;22
Castro Urdiales;2009;22
Castro Urdiales;2010;22
Castro Urdiales;2011;12
Castro Urdiales;2012;12
Castro Urdiales;2013;12
Castro Urdiales;2014;12
Castro Urdiales;2015;11
Castro Urdiales;2016;11
Castro Urdiales;2017;11
Castro Urdiales;2018;10
Castro Urdiales;2019;10
Castro Urdiales;2020;11
Castro Urdiales;2021;11
Castro Urdiales;2022;10
Castro Urdiales;2023;10
Castro Urdiales;2024;9
Castro Urdiales;2025;9
Cayon;2006;14
Cayon;2007;14
Cayon;2008;12
Cayon;2009;12
Cayon;2010;11
Cayon;2011;8
Cayon;2012;7
Cayon;2013;5
Cayon;2014;5
Cayon;2015;5
Cayon;2016;5
Cayon;2017;6
Cayon;2018;7
Cayon;2019;7
Cayon;2020;8
Cayon;2021;5
Cayon;2022;5
Cayon;2023;5
Cayon;2024;4
Cayon;2025;4
Cedeira;2006;72
Cedeira;2007;74
Cedeira;2008;75
Cedeira;2009;75
Cedeira;2010;74
Cedeira;2011;74
Cedeira;2012;75
Cedeira;2013;75
Cedeira;2014;74
Cedeira;2015;73
Cedeira;2016;75
Cedeira;2017;74
Cedeira;2018;65
Cedeira;2019;65
Cedeira;2020;63
Cedeira;2021;62
Cedeira;2022;61
Cedeira;2023;61
Cedeira;2024;61
Cedeira;2025;61
Ceuta;2006;47
Ceuta;2007;47
Ceuta;2008;42
Ceuta;2009;38
Ceuta;2010;37
Ceuta;2011;31
Ceuta;2012;30
Ceuta;2013;27
Ceuta;2014;24
Ceuta;2015;24
Ceuta;2016;23
Ceuta;2017;23
Ceuta;2018;19
Ceuta;2019;17
Ceuta;2020;16
Ceuta;2021;15
Ceuta;2022;14
Ceuta;2023;10
Ceuta;2024;9
Ceuta;2025;8
Chipiona;2006;48
Chipiona;2007;50
Chipiona;2008;53
Chipiona;2009;54
Chipiona;2010;58
Chipiona;2011;60
Chipiona;2012;60
Chipiona;2013;60
Chipiona;2014;61
Chipiona;2015;62
Chipiona;2016;62
Chipiona;2017;62
Chipiona;2018;63
Chipiona;2019;61
Chipiona;2020;60
Chipiona;2021;58
Chipiona;2022;58
Chipiona;2023;57
Chipiona;2024;55
Chipiona;2025;52
Ciervana;2006;6
Ciervana;2007;7
Ciervana;2008;7
Ciervana;2009;7
Ciervana;2010;7
Ciervana;2011;7
Ciervana;2012;7
Ciervana;2013;6
Ciervana;2014;4
Ciervana;2015;4
Ciervana;2016;4
Ciervana;2017;4
Ciervana;2018;5
Ciervana;2019;5
Ciervana;2020;5
Ciervana;2021;5
Ciervana;2022;5
Ciervana;2023;4
Ciervana;2024;4
Ciervana;2025;4
Cillero;2006;80
Cillero;2007;76
Cillero;2008;82
Cillero;2009;81
Cillero;2010;77
Cillero;2011;69
Cillero;2012;66
Cillero;2013;64
Cillero;2014;56
Cillero;2015;52
Cillero;2016;54
Cillero;2017;58
Cillero;2018;59
Cillero;2019;56
Cillero;2020;55
Cillero;2021;56
Cillero;2022;56
Cillero;2023;55
Cillero;2024;52
Cillero;2025;53
Ciudadela;2006;26
Ciudadela;2007;26
Ciudadela;2008;27
Ciudadela;2009;27
Ciudadela;2010;27
Ciudadela;2011;24
Ciudadela;2012;25
Ciudadela;2013;24
Ciudadela;2014;23
Ciudadela;2015;24
Ciudadela;2016;24
Ciudadela;2017;23
Ciudadela;2018;23
Ciudadela;2019;23
Ciudadela;2020;23
Ciudadela;2021;23
Ciudadela;2022;23
Ciudadela;2023;24
Ciudadela;2024;24
Ciudadela;2025;24
Colindres;2006;19
Colindres;2007;18
Colindres;2008;18
Colindres;2009;17
Colindres;2010;16
Colindres;2011;16
Colindres;2012;16
Colindres;2013;14
Colindres;2014;14
Colindres;2015;13
Colindres;2016;13
Colindres;2017;13
Colindres;2018;14
Colindres;2019;16
Colindres;2020;16
Colindres;2021;15
Colindres;2022;14
Colindres;2023;14
Colindres;2024;13
Colindres;2025;12
Colonia San Jorge;2006;39
Colonia San Jorge;2007;37
Colonia San Jorge;2008;37
Colonia San Jorge;2009;36
Colonia San Jorge;2010;36
Colonia San Jorge;2011;36
Colonia San Jorge;2012;34
Colonia San Jorge;2013;33
Colonia San Jorge;2014;29
Colonia San Jorge;2015;28
Colonia San Jorge;2016;28
Colonia San Jorge;2017;27
Colonia San Jorge;2018;29
Colonia San Jorge;2019;30
Colonia San Jorge;2020;31
Colonia San Jorge;2021;31
Colonia San Jorge;2022;30
Colonia San Jorge;2023;30
Colonia San Jorge;2024;30
Colonia San Jorge;2025;29
Combarro;2006;53
Combarro;2007;53
Combarro;2008;46
Combarro;2009;47
Combarro;2010;48
Combarro;2011;55
Combarro;2012;56
Combarro;2013;54
Combarro;2014;55
Combarro;2015;56
Combarro;2016;57
Combarro;2017;58
Combarro;2018;58
Combarro;2019;58
Combarro;2020;58
Combarro;2021;55
Combarro;2022;56
Combarro;2023;56
Combarro;2024;56
Combarro;2025;58
Comillas;2006;3
Comillas;2007;3
Comillas;2008;4
Comillas;2009;4
Comillas;2010;4
Comillas;2011;4
Comillas;2012;4
Comillas;2013;4
Comillas;2014;4
Comillas;2015;4
Comillas;2016;4
Comillas;2017;6
Comillas;2018;6
Comillas;2019;5
Comillas;2020;5
Comillas;2021;4
Comillas;2022;4
Comillas;2023;4
Comillas;2024;4
Comillas;2025;4
Conil;2006;73
Conil;2007;71
Conil;2008;69
Conil;2009;69
Conil;2010;68
Conil;2011;67
Conil;2012;67
Conil;2013;69
Conil;2014;68
Conil;2015;66
Conil;2016;64
Conil;2017;60
Conil;2018;60
Conil;2019;60
Conil;2020;59
Conil;2021;57
Conil;2022;53
Conil;2023;51
Conil;2024;49
Conil;2025;46
Corcubión;2006;34
Corcubión;2007;34
Corcubión;2008;27
Corcubión;2009;25
Corcubión;2010;27
Corcubión;2011;30
Corcubión;2012;26
Corcubión;2013;25
Corcubión;2014;26
Corcubión;2015;26
Corcubión;2016;24
Corcubión;2017;25
Corcubión;2018;23
Corcubión;2019;24
Corcubión;2020;24
Corcubión;2021;24
Corcubión;2022;24
Corcubión;2023;24
Corcubión;2024;25
Corcubión;2025;25
Corme;2006;29
Corme;2007;30
Corme;2008;26
Corme;2009;26
Corme;2010;27
Corme;2011;25
Corme;2012;25
Corme;2013;25
Corme;2014;25
Corme;2015;25
Corme;2016;23
Corme;2017;22
Corme;2018;23
Corme;2019;23
Corme;2020;24
Corme;2021;24
Corme;2022;21
Corme;2023;22
Corme;2024;23
Corme;2025;25
Corralejo;2006;16
Corralejo;2007;33
Corralejo;2008;36
Corralejo;2009;38
Corralejo;2010;39
Corralejo;2011;41
Corralejo;2012;43
Corralejo;2013;42
Corralejo;2014;38
Corralejo;2015;35
Corralejo;2016;32
Corralejo;2017;26
Corralejo;2018;25
Corralejo;2019;24
Corralejo;2020;24
Corralejo;2021;23
Corralejo;2022;23
Corralejo;2023;25
Corralejo;2024;31
Corralejo;2025;37
Corrubedo;2006;18
Corrubedo;2007;17
Corrubedo;2008;17
Corrubedo;2009;16
Corrubedo;2010;16
Corrubedo;2011;16
Corrubedo;2012;16
Corrubedo;2013;16
Corrubedo;2014;16
Corrubedo;2015;14
Corrubedo;2016;14
Corrubedo;2017;13
Corrubedo;2018;13
Corrubedo;2019;11
Corrubedo;2020;12
Corrubedo;2021;12
Corrubedo;2022;11
Corrubedo;2023;11
Corrubedo;2024;10
Corrubedo;2025;10
Cudillero;2006;63
Cudillero;2007;63
Cudillero;2008;61
Cudillero;2009;59
Cudillero;2010;59
Cudillero;2011;57
Cudillero;2012;52
Cudillero;2013;51
Cudillero;2014;52
Cudillero;2015;53
Cudillero;2016;52
Cudillero;2017;51
Cudillero;2018;50
Cudillero;2019;50
Cudillero;2020;47
Cudillero;2021;48
Cudillero;2022;48
Cudillero;2023;46
Cudillero;2024;46
Cudillero;2025;44
Cullera;2006;75
Cullera;2007;76
Cullera;2008;63
Cullera;2009;63
Cullera;2010;59
Cullera;2011;54
Cullera;2012;56
Cullera;2013;55
Cullera;2014;52
Cullera;2015;52
Cullera;2016;50
Cullera;2017;51
Cullera;2018;49
Cullera;2019;47
Cullera;2020;46
Cullera;2021;42
Cullera;2022;38
Cullera;2023;37
Cullera;2024;34
Cullera;2025;32
Deltebre;2006;36
Deltebre;2007;36
Deltebre;2008;18
Deltebre;2009;16
Deltebre;2010;14
Deltebre;2011;15
Deltebre;2012;13
Deltebre;2013;12
Deltebre;2014;14
Deltebre;2015;15
Deltebre;2016;14
Deltebre;2017;16
Deltebre;2018;15
Deltebre;2019;19
Deltebre;2020;26
Deltebre;2021;26
Deltebre;2022;26
Deltebre;2023;27
Deltebre;2024;27
Deltebre;2025;28
Denia;2006;43
Denia;2007;41
Denia;2008;38
Denia;2009;38
Denia;2010;37
Denia;2011;31
Denia;2012;32
Denia;2013;32
Denia;2014;33
Denia;2015;32
Denia;2016;31
Denia;2017;30
Denia;2018;30
Denia;2019;30
Denia;2020;29
Denia;2021;29
Denia;2022;28
Denia;2023;27
Denia;2024;28
Denia;2025;27
El Cotillo;2009;2
El Cotillo;2010;2
El Cotillo;2011;2
El Cotillo;2012;3
El Cotillo;2013;3
El Cotillo;2014;3
El Cotillo;2015;3
El Cotillo;2016;3
El Cotillo;2017;3
El Cotillo;2018;2
El Cotillo;2019;3
El Cotillo;2020;3
El Cotillo;2021;3
El Cotillo;2022;3
El Cotillo;2023;2
El Cotillo;2024;2
El Cotillo;2025;3
El Grove;2006;213
El Grove;2007;213
El Grove;2008;175
El Grove;2009;173
El Grove;2010;170
El Grove;2011;164
El Grove;2012;157
El Grove;2013;153
El Grove;2014;154
El Grove;2015;154
El Grove;2016;156
El Grove;2017;156
El Grove;2018;156
El Grove;2019;152
El Grove;2020;154
El Grove;2021;150
El Grove;2022;145
El Grove;2023;145
El Grove;2024;144
El Grove;2025;145
El Masnou;2006;3
El Masnou;2007;3
El Masnou;2008;3
El Masnou;2009;3
El Masnou;2010;3
El Masnou;2011;3
El Masnou;2012;3
El Masnou;2013;3
El Masnou;2014;3
El Masnou;2015;3
El Masnou;2016;9
El Masnou;2017;8
El Masnou;2018;7
El Masnou;2019;7
El Masnou;2020;7
El Masnou;2021;7
El Masnou;2022;7
El Masnou;2023;7
El Masnou;2024;7
El Masnou;2025;5
El Medano;2006;7
El Medano;2007;7
El Medano;2008;5
El Medano;2009;4
El Medano;2010;4
El Medano;2011;3
El Medano;2012;3
El Medano;2013;2
El Medano;2014;2
El Medano;2015;1
El Medano;2016;1
El Medano;2017;1
El Medano;2018;1
El Medano;2019;1
El Medano;2020;1
El Pindo;2006;7
El Pindo;2007;6
El Pindo;2008;8
El Pindo;2009;7
El Pindo;2010;7
El Pindo;2011;7
El Pindo;2012;5
El Pindo;2013;4
El Pindo;2014;4
El Pindo;2015;4
El Pindo;2016;2
El Pindo;2017;2
El Pindo;2018;2
El Pindo;2019;2
El Pindo;2020;2
El Pindo;2021;1
El Pindo;2022;1
El Pindo;2023;1
El Pindo;2024;1
El Pindo;2025;2
El Pris - Tacoronte;2006;22
El Pris - Tacoronte;2007;21
El Pris - Tacoronte;2008;21
El Pris - Tacoronte;2009;21
El Pris - Tacoronte;2010;21
El Pris - Tacoronte;2011;21
El Pris - Tacoronte;2012;17
El Pris - Tacoronte;2013;17
El Pris - Tacoronte;2014;17
El Pris - Tacoronte;2015;16
El Pris - Tacoronte;2016;16
El Pris - Tacoronte;2017;17
El Pris - Tacoronte;2018;16
El Pris - Tacoronte;2019;15
El Pris - Tacoronte;2020;15
El Pris - Tacoronte;2021;17
El Pris - Tacoronte;2022;17
El Pris - Tacoronte;2023;16
El Pris - Tacoronte;2024;16
El Pris - Tacoronte;2025;17
El Puertito de Güimar;2006;2
El Puertito de Güimar;2007;2
El Puertito de Güimar;2008;2
El Puertito de Güimar;2009;2
El Puertito de Güimar;2010;2
El Puertito de Güimar;2011;2
El Puertito de Güimar;2012;2
El Puertito de Güimar;2013;2
El Puertito de Güimar;2014;2
El Puertito de Güimar;2015;2
El Puertito de Güimar;2016;2
El Puertito de Güimar;2017;2
El Puertito de Güimar;2018;1
El Puertito de Güimar;2019;1
El Puertito de Güimar;2020;1
Elanchove;2006;3
Elanchove;2007;3
Elanchove;2008;1
Elanchove;2009;1
Elanchove;2010;1
Espasante;2006;17
Espasante;2007;18
Espasante;2008;14
Espasante;2009;13
Espasante;2010;13
Espasante;2011;12
Espasante;2012;11
Espasante;2013;12
Espasante;2014;11
Espasante;2015;11
Espasante;2016;12
Espasante;2017;12
Espasante;2018;12
Espasante;2019;12
Espasante;2020;11
Espasante;2021;11
Espasante;2022;10
Espasante;2023;9
Espasante;2024;8
Espasante;2025;7
Estartit;2006;28
Estartit;2007;27
Estartit;2008;24
Estartit;2009;22
Estartit;2010;22
Estartit;2011;17
Estartit;2012;16
Estartit;2013;16
Estartit;2014;14
Estartit;2015;13
Estartit;2016;12
Estartit;2017;12
Estartit;2018;13
Estartit;2019;13
Estartit;2020;12
Estartit;2021;13
Estartit;2022;14
Estartit;2023;13
Estartit;2024;14
Estartit;2025;14
Estepona;2006;95
Estepona;2007;95
Estepona;2008;84
Estepona;2009;79
Estepona;2010;78
Estepona;2011;73
Estepona;2012;73
Estepona;2013;72
Estepona;2014;72
Estepona;2015;67
Estepona;2016;69
Estepona;2017;68
Estepona;2018;66
Estepona;2019;65
Estepona;2020;65
Estepona;2021;64
Estepona;2022;61
Estepona;2023;61
Estepona;2024;58
Estepona;2025;59
Ferrol;2006;97
Ferrol;2007;99
Ferrol;2008;105
Ferrol;2009;107
Ferrol;2010;108
Ferrol;2011;107
Ferrol;2012;110
Ferrol;2013;110
Ferrol;2014;110
Ferrol;2015;108
Ferrol;2016;107
Ferrol;2017;112
Ferrol;2018;112
Ferrol;2019;115
Ferrol;2020;113
Ferrol;2021;110
Ferrol;2022;108
Ferrol;2023;106
Ferrol;2024;108
Ferrol;2025;110
Figueras;2006;7
Figueras;2007;6
Figueras;2008;4
Figueras;2009;4
Figueras;2010;5
Figueras;2011;5
Figueras;2012;5
Figueras;2013;5
Figueras;2014;4
Figueras;2015;2
Figueras;2016;2
Figueras;2017;2
Figueras;2018;2
Figueras;2019;2
Figueras;2020;2
Figueras;2021;2
Figueras;2022;2
Figueras;2023;2
Figueras;2024;2
Figueras;2025;2
Finisterre;2006;91
Finisterre;2007;94
Finisterre;2008;90
Finisterre;2009;91
Finisterre;2010;90
Finisterre;2011;88
Finisterre;2012;86
Finisterre;2013;83
Finisterre;2014;79
Finisterre;2015;75
Finisterre;2016;77
Finisterre;2017;76
Finisterre;2018;76
Finisterre;2019;75
Finisterre;2020;74
Finisterre;2021;75
Finisterre;2022;75
Finisterre;2023;73
Finisterre;2024;72
Finisterre;2025;70
Formentera (Cala Savina);2006;32
Formentera (Cala Savina);2007;31
Formentera (Cala Savina);2008;28
Formentera (Cala Savina);2009;27
Formentera (Cala Savina);2010;29
Formentera (Cala Savina);2011;27
Formentera (Cala Savina);2012;27
Formentera (Cala Savina);2013;27
Formentera (Cala Savina);2014;26
Formentera (Cala Savina);2015;24
Formentera (Cala Savina);2016;24
Formentera (Cala Savina);2017;25
Formentera (Cala Savina);2018;24
Formentera (Cala Savina);2019;24
Formentera (Cala Savina);2020;24
Formentera (Cala Savina);2021;25
Formentera (Cala Savina);2022;25
Formentera (Cala Savina);2023;24
Formentera (Cala Savina);2024;24
Formentera (Cala Savina);2025;24
Fornells;2006;18
Fornells;2007;18
Fornells;2008;16
Fornells;2009;16
Fornells;2010;15
Fornells;2011;15
Fornells;2012;15
Fornells;2013;14
Fornells;2014;14
Fornells;2015;14
Fornells;2016;14
Fornells;2017;12
Fornells;2018;12
Fornells;2019;11
Fornells;2020;11
Fornells;2021;11
Fornells;2022;11
Fornells;2023;11
Fornells;2024;10
Fornells;2025;9
Foz;2006;9
Foz;2007;9
Foz;2008;10
Foz;2009;10
Foz;2010;9
Foz;2011;9
Foz;2012;8
Foz;2013;6
Foz;2014;7
Foz;2015;7
Foz;2016;7
Foz;2017;6
Foz;2018;6
Foz;2019;6
Foz;2020;5
Foz;2021;4
Foz;2022;4
Foz;2023;4
Foz;2024;4
Foz;2025;4
Fuencaliente;2018;1
Fuencaliente;2019;1
Fuencaliente;2020;1
Fuencaliente;2021;1
Fuengirola;2006;84
Fuengirola;2007;84
Fuengirola;2008;65
Fuengirola;2009;60
Fuengirola;2010;58
Fuengirola;2011;59
Fuengirola;2012;55
Fuengirola;2013;58
Fuengirola;2014;53
Fuengirola;2015;52
Fuengirola;2016;48
Fuengirola;2017;45
Fuengirola;2018;42
Fuengirola;2019;42
Fuengirola;2020;44
Fuengirola;2021;43
Fuengirola;2022;41
Fuengirola;2023;39
Fuengirola;2024;42
Fuengirola;2025;39
Fuenterrabia;2006;31
Fuenterrabia;2007;31
Fuenterrabia;2008;31
Fuenterrabia;2009;31
Fuenterrabia;2010;31
Fuenterrabia;2011;29
Fuenterrabia;2012;31
Fuenterrabia;2013;32
Fuenterrabia;2014;30
Fuenterrabia;2015;30
Fuenterrabia;2016;29
Fuenterrabia;2017;29
Fuenterrabia;2018;30
Fuenterrabia;2019;31
Fuenterrabia;2020;33
Fuenterrabia;2021;32
Fuenterrabia;2022;31
Fuenterrabia;2023;31
Fuenterrabia;2024;30
Fuenterrabia;2025;29
Gandia;2006;80
Gandia;2007;74
Gandia;2008;71
Gandia;2009;65
Gandia;2010;64
Gandia;2011;57
Gandia;2012;55
Gandia;2013;48
Gandia;2014;48
Gandia;2015;47
Gandia;2016;47
Gandia;2017;48
Gandia;2018;46
Gandia;2019;42
Gandia;2020;40
Gandia;2021;39
Gandia;2022;40
Gandia;2023;32
Gandia;2024;33
Gandia;2025;30
Garachico;2006;13
Garachico;2007;11
Garachico;2008;8
Garachico;2009;8
Garachico;2010;10
Garachico;2011;9
Garachico;2012;13
Garachico;2013;14
Garachico;2014;15
Garachico;2015;17
Garachico;2016;18
Garachico;2017;19
Garachico;2018;19
Garachico;2019;20
Garachico;2020;21
Garachico;2021;23
Garachico;2022;24
Garachico;2023;24
Garachico;2024;23
Garachico;2025;23
Garrucha;2006;61
Garrucha;2007;60
Garrucha;2008;53
Garrucha;2009;45
Garrucha;2010;41
Garrucha;2011;39
Garrucha;2012;35
Garrucha;2013;31
Garrucha;2014;29
Garrucha;2015;29
Garrucha;2016;30
Garrucha;2017;26
Garrucha;2018;24
Garrucha;2019;23
Garrucha;2020;23
Garrucha;2021;23
Garrucha;2022;21
Garrucha;2023;20
Garrucha;2024;20
Garrucha;2025;20
Gijon (El Musel);2006;38
Gijon (El Musel);2007;34
Gijon (El Musel);2008;26
Gijon (El Musel);2009;24
Gijon (El Musel);2010;21
Gijon (El Musel);2011;19
Gijon (El Musel);2012;20
Gijon (El Musel);2013;21
Gijon (El Musel);2014;20
Gijon (El Musel);2015;20
Gijon (El Musel);2016;19
Gijon (El Musel);2017;21
Gijon (El Musel);2018;20
Gijon (El Musel);2019;20
Gijon (El Musel);2020;20
Gijon (El Musel);2021;19
Gijon (El Musel);2022;19
Gijon (El Musel);2023;19
Gijon (El Musel);2024;19
Gijon (El Musel);2025;19
Gran Tarajal;2006;60
Gran Tarajal;2007;59
Gran Tarajal;2008;58
Gran Tarajal;2009;56
Gran Tarajal;2010;55
Gran Tarajal;2011;55
Gran Tarajal;2012;43
Gran Tarajal;2013;42
Gran Tarajal;2014;41
Gran Tarajal;2015;44
Gran Tarajal;2016;42
Gran Tarajal;2017;39
Gran Tarajal;2018;40
Gran Tarajal;2019;41
Gran Tarajal;2020;41
Gran Tarajal;2021;41
Gran Tarajal;2022;40
Gran Tarajal;2023;40
Gran Tarajal;2024;41
Gran Tarajal;2025;40
Guardamar del Segura;2006;11
Guardamar del Segura;2007;10
Guardamar del Segura;2008;10
Guardamar del Segura;2009;11
Guardamar del Segura;2010;11
Guardamar del Segura;2011;8
Guardamar del Segura;2012;8
Guardamar del Segura;2013;8
Guardamar del Segura;2014;8
Guardamar del Segura;2015;9
Guardamar del Segura;2016;10
Guardamar del Segura;2017;10
Guardamar del Segura;2018;10
Guardamar del Segura;2019;10
Guardamar del Segura;2020;10
Guardamar del Segura;2021;9
Guardamar del Segura;2022;10
Guardamar del Segura;2023;10
Guardamar del Segura;2024;10
Guardamar del Segura;2025;10
Guetaria;2006;30
Guetaria;2007;30
Guetaria;2008;29
Guetaria;2009;29
Guetaria;2010;29
Guetaria;2011;27
Guetaria;2012;26
Guetaria;2013;26
Guetaria;2014;27
Guetaria;2015;27
Guetaria;2016;27
Guetaria;2017;26
Guetaria;2018;24
Guetaria;2019;25
Guetaria;2020;25
Guetaria;2021;25
Guetaria;2022;25
Guetaria;2023;27
Guetaria;2024;27
Guetaria;2025;26
Huelva;2006;56
Huelva;2007;55
Huelva;2008;54
Huelva;2009;53
Huelva;2010;53
Huelva;2011;52
Huelva;2012;48
Huelva;2013;44
Huelva;2014;41
Huelva;2015;39
Huelva;2016;37
Huelva;2017;38
Huelva;2018;38
Huelva;2019;37
Huelva;2020;37
Huelva;2021;37
Huelva;2022;38
Huelva;2023;39
Huelva;2024;34
Huelva;2025;31
Ibiza;2006;53
Ibiza;2007;53
Ibiza;2008;49
Ibiza;2009;49
Ibiza;2010;44
Ibiza;2011;42
Ibiza;2012;42
Ibiza;2013;40
Ibiza;2014;37
Ibiza;2015;35
Ibiza;2016;36
Ibiza;2017;35
Ibiza;2018;37
Ibiza;2019;37
Ibiza;2020;36
Ibiza;2021;39
Ibiza;2022;38
Ibiza;2023;38
Ibiza;2024;37
Ibiza;2025;37
Isla Cristina;2006;183
Isla Cristina;2007;179
Isla Cristina;2008;172
Isla Cristina;2009;161
Isla Cristina;2010;162
Isla Cristina;2011;160
Isla Cristina;2012;158
Isla Cristina;2013;164
Isla Cristina;2014;167
Isla Cristina;2015;170
Isla Cristina;2016;171
Isla Cristina;2017;172
Isla Cristina;2018;171
Isla Cristina;2019;170
Isla Cristina;2020;170
Isla Cristina;2021;175
Isla Cristina;2022;175
Isla Cristina;2023;178
Isla Cristina;2024;177
Isla Cristina;2025;182
Isla de Arosa;2006;539
Isla de Arosa;2007;524
Isla de Arosa;2008;462
Isla de Arosa;2009;454
Isla de Arosa;2010;445
Isla de Arosa;2011;441
Isla de Arosa;2012;435
Isla de Arosa;2013;426
Isla de Arosa;2014;424
Isla de Arosa;2015;423
Isla de Arosa;2016;421
Isla de Arosa;2017;418
Isla de Arosa;2018;414
Isla de Arosa;2019;410
Isla de Arosa;2020;407
Isla de Arosa;2021;399
Isla de Arosa;2022;393
Isla de Arosa;2023;390
Isla de Arosa;2024;386
Isla de Arosa;2025;378
Isla de Tabarca;2006;8
Isla de Tabarca;2007;7
Isla de Tabarca;2008;8
Isla de Tabarca;2009;8
Isla de Tabarca;2010;7
Isla de Tabarca;2011;7
Isla de Tabarca;2012;7
Isla de Tabarca;2013;5
Isla de Tabarca;2014;4
Isla de Tabarca;2015;5
Isla de Tabarca;2016;5
Isla de Tabarca;2017;7
Isla de Tabarca;2018;7
Isla de Tabarca;2019;7
Isla de Tabarca;2020;7
Isla de Tabarca;2021;7
Isla de Tabarca;2022;9
Isla de Tabarca;2023;10
Isla de Tabarca;2024;10
Isla de Tabarca;2025;10
Javea;2006;17
Javea;2007;17
Javea;2008;18
Javea;2009;20
Javea;2010;20
Javea;2011;19
Javea;2012;18
Javea;2013;18
Javea;2014;18
Javea;2015;18
Javea;2016;19
Javea;2017;19
Javea;2018;19
Javea;2019;19
Javea;2020;18
Javea;2021;18
Javea;2022;16
Javea;2023;15
Javea;2024;12
Javea;2025;12
La Aldea;2006;7
La Aldea;2007;6
La Aldea;2008;3
La Aldea;2009;3
La Aldea;2010;3
La Aldea;2011;3
La Aldea;2012;2
La Aldea;2013;2
La Aldea;2014;2
La Aldea;2015;1
La Aldea;2016;1
La Aldea;2017;1
La Aldea;2018;1
La Aldea;2019;1
La Aldea;2020;1
La Aldea;2021;1
La Aldea;2022;1
La Aldea;2023;1
La Aldea;2024;1
La Aldea;2025;1
La Ametlla De Mar;2006;70
La Ametlla De Mar;2007;71
La Ametlla De Mar;2008;68
La Ametlla De Mar;2009;64
La Ametlla De Mar;2010;65
La Ametlla De Mar;2011;64
La Ametlla De Mar;2012;61
La Ametlla De Mar;2013;58
La Ametlla De Mar;2014;57
La Ametlla De Mar;2015;58
La Ametlla De Mar;2016;56
La Ametlla De Mar;2017;53
La Ametlla De Mar;2018;50
La Ametlla De Mar;2019;49
La Ametlla De Mar;2020;50
La Ametlla De Mar;2021;46
La Ametlla De Mar;2022;44
La Ametlla De Mar;2023;45
La Ametlla De Mar;2024;44
La Ametlla De Mar;2025;46
La Atunara;2023;1
La Atunara;2024;1
La Atunara;2025;1
La Carihuela;2006;3
La Carihuela;2007;3
La Carihuela;2008;3
La Carihuela;2009;3
La Carihuela;2010;3
La Carihuela;2011;3
La Carihuela;2012;3
La Carihuela;2013;3
La Carihuela;2014;3
La Carihuela;2015;3
La Carihuela;2016;2
La Carihuela;2017;2
La Coruña;2006;186
La Coruña;2007;180
La Coruña;2008;125
La Coruña;2009;122
La Coruña;2010;119
La Coruña;2011;116
La Coruña;2012;116
La Coruña;2013;113
La Coruña;2014;108
La Coruña;2015;105
La Coruña;2016;104
La Coruña;2017;99
La Coruña;2018;97
La Coruña;2019;95
La Coruña;2020;93
La Coruña;2021;95
La Coruña;2022;93
La Coruña;2023;89
La Coruña;2024;91
La Coruña;2025;88
La Escala;2006;50
La Escala;2007;49
La Escala;2008;35
La Escala;2009;32
La Escala;2010;32
La Escala;2011;28
La Escala;2012;28
La Escala;2013;27
La Escala;2014;25
La Escala;2015;24
La Escala;2016;21
La Escala;2017;19
La Escala;2018;19
La Escala;2019;17
La Escala;2020;15
La Escala;2021;15
La Escala;2022;15
La Escala;2023;14
La Escala;2024;14
La Escala;2025;14
La Estaca;2006;7
La Estaca;2007;7
La Estaca;2008;9
La Estaca;2009;11
La Estaca;2010;10
La Estaca;2011;10
La Estaca;2012;10
La Estaca;2013;9
La Estaca;2014;9
La Estaca;2015;8
La Estaca;2016;8
La Estaca;2017;7
La Estaca;2018;9
La Estaca;2019;9
La Estaca;2020;9
La Estaca;2021;9
La Estaca;2022;9
La Estaca;2023;7
La Estaca;2024;7
La Estaca;2025;8
La Guardia;2006;139
La Guardia;2007;135
La Guardia;2008;108
La Guardia;2009;107
La Guardia;2010;106
La Guardia;2011;101
La Guardia;2012;97
La Guardia;2013;96
La Guardia;2014;85
La Guardia;2015;82
La Guardia;2016;78
La Guardia;2017;75
La Guardia;2018;71
La Guardia;2019;71
La Guardia;2020;68
La Guardia;2021;71
La Guardia;2022;73
La Guardia;2023;73
La Guardia;2024;73
La Guardia;2025;71
La Linea de la Concepción;2006;112
La Linea de la Concepción;2007;107
La Linea de la Concepción;2008;97
La Linea de la Concepción;2009;96
La Linea de la Concepción;2010;89
La Linea de la Concepción;2011;85
La Linea de la Concepción;2012;80
La Linea de la Concepción;2013;77
La Linea de la Concepción;2014;74
La Linea de la Concepción;2015;68
La Linea de la Concepción;2016;64
La Linea de la Concepción;2017;60
La Linea de la Concepción;2018;55
La Linea de la Concepción;2019;54
La Linea de la Concepción;2020;55
La Linea de la Concepción;2021;53
La Linea de la Concepción;2022;51
La Linea de la Concepción;2023;46
La Linea de la Concepción;2024;47
La Linea de la Concepción;2025;43
La Puebla del Caramiñal;2006;154
